Plant Code,State,County,Generator ID,Technology,Prime Mover,Nameplate Capacity (MW),Status,Operating Year,Planned Retirement Year,Energy Source,Fuel Category
3.0,AL,Mobile,1,Natural Gas Steam Turbine,ST,153.1,OP,1954.0, ,NG,Gas
3.0,AL,Mobile,2,Natural Gas Steam Turbine,ST,153.1,OP,1954.0, ,NG,Gas
3.0,AL,Mobile,4,Conventional Steam Coal,ST,403.7,OP,1969.0, ,BIT,Coal
3.0,AL,Mobile,5,Conventional Steam Coal,ST,788.8,OP,1971.0, ,BIT,Coal
3.0,AL,Mobile,A1CT,Natural Gas Fired Combined Cycle,CT,170.1,OP,2000.0, ,NG,Gas
3.0,AL,Mobile,A1CT2,Natural Gas Fired Combined Cycle,CT,170.1,OP,2000.0, ,NG,Gas
3.0,AL,Mobile,A1ST,Natural Gas Fired Combined Cycle,CA,195.2,OP,2000.0, ,NG,Gas
3.0,AL,Mobile,A2C1,Natural Gas Fired Combined Cycle,CT,170.1,OP,2000.0, ,NG,Gas
3.0,AL,Mobile,A2C2,Natural Gas Fired Combined Cycle,CT,170.1,OP,2000.0, ,NG,Gas
3.0,AL,Mobile,A2ST,Natural Gas Fired Combined Cycle,CA,195.2,OP,2000.0, ,NG,Gas
3.0,AL,Mobile,A3C1,Natural Gas Fired Combined Cycle,CT,464.0,OP,2023.0, ,NG,Gas
3.0,AL,Mobile,A3ST,Natural Gas Fired Combined Cycle,CA,310.0,OP,2023.0, ,NG,Gas
10.0,AL,Greene,1,Natural Gas Steam Turbine,ST,299.2,OP,1965.0, ,NG,Gas
10.0,AL,Greene,2,Natural Gas Steam Turbine,ST,269.2,OP,1966.0, ,NG,Gas
10.0,AL,Greene,GT10,Natural Gas Fired Combustion Turbine,GT,80.0,OP,1996.0, ,NG,Gas
10.0,AL,Greene,GT2,Natural Gas Fired Combustion Turbine,GT,80.0,OP,1996.0, ,NG,Gas
10.0,AL,Greene,GT3,Natural Gas Fired Combustion Turbine,GT,80.0,OP,1995.0, ,NG,Gas
10.0,AL,Greene,GT4,Natural Gas Fired Combustion Turbine,GT,80.0,OP,1995.0, ,NG,Gas
10.0,AL,Greene,GT5,Natural Gas Fired Combustion Turbine,GT,80.0,OP,1995.0, ,NG,Gas
10.0,AL,Greene,GT6,Natural Gas Fired Combustion Turbine,GT,80.0,OP,1995.0, ,NG,Gas
10.0,AL,Greene,GT7,Natural Gas Fired Combustion Turbine,GT,80.0,OP,1995.0, ,NG,Gas
10.0,AL,Greene,GT8,Natural Gas Fired Combustion Turbine,GT,80.0,OP,1996.0, ,NG,Gas
10.0,AL,Greene,GT9,Natural Gas Fired Combustion Turbine,GT,80.0,OP,1996.0, ,NG,Gas
26.0,AL,Shelby,1,Natural Gas Steam Turbine,ST,272.0,OP,1960.0, ,NG,Gas
26.0,AL,Shelby,2,Natural Gas Steam Turbine,ST,272.0,OP,1960.0, ,NG,Gas
26.0,AL,Shelby,3,Natural Gas Steam Turbine,ST,272.0,OP,1961.0, ,NG,Gas
26.0,AL,Shelby,5,Conventional Steam Coal,ST,952.0,OP,1974.0, ,BIT,Coal
26.0,AL,Shelby,GT4,Petroleum Liquids,GT,21.2,OP,1970.0, ,DFO,Oil
26.0,AL,Shelby,ST4,Natural Gas Steam Turbine,ST,244.8,OP,1962.0, ,NG,Gas
47.0,AL,Colbert,GT1,Natural Gas Fired Combustion Turbine,GT,59.5,OP,1972.0, ,NG,Gas
47.0,AL,Colbert,GT10,Natural Gas Fired Combustion Turbine,GT,231.2,OP,2023.0, ,NG,Gas
47.0,AL,Colbert,GT11,Natural Gas Fired Combustion Turbine,GT,231.2,OP,2023.0, ,NG,Gas
47.0,AL,Colbert,GT2,Natural Gas Fired Combustion Turbine,GT,59.5,OP,1972.0, ,NG,Gas
47.0,AL,Colbert,GT3,Natural Gas Fired Combustion Turbine,GT,59.5,OP,1972.0, ,NG,Gas
47.0,AL,Colbert,GT4,Natural Gas Fired Combustion Turbine,GT,59.5,OP,1972.0, ,NG,Gas
47.0,AL,Colbert,GT5,Natural Gas Fired Combustion Turbine,GT,59.5,OP,1972.0, ,NG,Gas
47.0,AL,Colbert,GT6,Natural Gas Fired Combustion Turbine,GT,59.5,OP,1972.0, ,NG,Gas
47.0,AL,Colbert,GT7,Natural Gas Fired Combustion Turbine,GT,59.5,OP,1972.0, ,NG,Gas
47.0,AL,Colbert,GT8,Natural Gas Fired Combustion Turbine,GT,59.5,OP,1972.0, ,NG,Gas
47.0,AL,Colbert,GT9,Natural Gas Fired Combustion Turbine,GT,231.2,OP,2023.0, ,NG,Gas
54.0,KY,Clark,GT1,Natural Gas Fired Combustion Turbine,GT,149.0,OP,1999.0, ,NG,Gas
54.0,KY,Clark,GT10,Natural Gas Fired Combustion Turbine,GT,98.0,OP,2010.0, ,NG,Gas
54.0,KY,Clark,GT2,Natural Gas Fired Combustion Turbine,GT,149.0,OP,1999.0, ,NG,Gas
54.0,KY,Clark,GT3,Natural Gas Fired Combustion Turbine,GT,149.0,OP,1999.0, ,NG,Gas
54.0,KY,Clark,GT4,Natural Gas Fired Combustion Turbine,GT,108.0,OP,2001.0, ,NG,Gas
54.0,KY,Clark,GT5,Natural Gas Fired Combustion Turbine,GT,108.0,OP,2001.0, ,NG,Gas
54.0,KY,Clark,GT6,Natural Gas Fired Combustion Turbine,GT,98.0,OP,2005.0, ,NG,Gas
54.0,KY,Clark,GT7,Natural Gas Fired Combustion Turbine,GT,98.0,OP,2005.0, ,NG,Gas
54.0,KY,Clark,GT9,Natural Gas Fired Combustion Turbine,GT,98.0,OP,2010.0, ,NG,Gas
56.0,AL,Washington,LEC1,Natural Gas Fired Combined Cycle,CT,459.0,OP,2023.0, ,NG,Gas
56.0,AL,Washington,LEC2,Natural Gas Fired Combined Cycle,CA,273.7,OP,2023.0, ,NG,Gas
59.0,NE,Hall,1,Conventional Steam Coal,ST,109.8,OP,1982.0, ,SUB,Coal
60.0,NE,Adams,1,Conventional Steam Coal,ST,76.3,OP,1981.0, ,SUB,Coal
60.0,NE,Adams,2,Conventional Steam Coal,ST,248.0,OP,2011.0, ,SUB,Coal
108.0,KS,Finney,1,Conventional Steam Coal,ST,348.7,OP,1983.0, ,SUB,Coal
113.0,AZ,Navajo,1,Conventional Steam Coal,ST,113.6,OP,1962.0, ,SUB,Coal
113.0,AZ,Navajo,3,Conventional Steam Coal,ST,312.3,OP,1980.0, ,SUB,Coal
116.0,AZ,Maricopa,GT1,Natural Gas Fired Combustion Turbine,GT,53.1,OP,1972.0, ,NG,Gas
116.0,AZ,Maricopa,GT2,Natural Gas Fired Combustion Turbine,GT,53.1,OP,1973.0, ,NG,Gas
116.0,AZ,Maricopa,GT3,Natural Gas Fired Combustion Turbine,GT,104.0,OP,2019.0, ,NG,Gas
116.0,AZ,Maricopa,GT4,Natural Gas Fired Combustion Turbine,GT,104.0,OP,2019.0, ,NG,Gas
116.0,AZ,Maricopa,GT5,Natural Gas Fired Combustion Turbine,GT,104.0,OP,2019.0, ,NG,Gas
116.0,AZ,Maricopa,GT6,Natural Gas Fired Combustion Turbine,GT,104.0,OP,2019.0, ,NG,Gas
116.0,AZ,Maricopa,GT7,Natural Gas Fired Combustion Turbine,GT,104.0,OP,2019.0, ,NG,Gas
117.0,AZ,Maricopa,1B,Natural Gas Fired Combined Cycle,CS,132.0,OP,1976.0, ,NG,Gas
117.0,AZ,Maricopa,2B,Natural Gas Fired Combined Cycle,CS,132.0,OP,1976.0, ,NG,Gas
117.0,AZ,Maricopa,3B,Natural Gas Fired Combined Cycle,CS,132.0,OP,1976.0, ,NG,Gas
117.0,AZ,Maricopa,C4-1,Natural Gas Fired Combined Cycle,CT,91.0,OP,2001.0, ,NG,Gas
117.0,AZ,Maricopa,C4-2,Natural Gas Fired Combined Cycle,CA,44.6,OP,2001.0, ,NG,Gas
117.0,AZ,Maricopa,C5-1,Natural Gas Fired Combined Cycle,CT,184.0,OP,2003.0, ,NG,Gas
117.0,AZ,Maricopa,C5-2,Natural Gas Fired Combined Cycle,CT,184.0,OP,2003.0, ,NG,Gas
117.0,AZ,Maricopa,C5-3,Natural Gas Fired Combined Cycle,CA,201.0,OP,2003.0, ,NG,Gas
117.0,AZ,Maricopa,GT1,Natural Gas Fired Combustion Turbine,GT,53.1,OP,1972.0, ,NG,Gas
117.0,AZ,Maricopa,GT2,Natural Gas Fired Combustion Turbine,GT,53.1,OP,1973.0, ,NG,Gas
118.0,AZ,Pinal,GE1,Natural Gas Fired Combustion Turbine,GT,78.3,OP,2002.0, ,NG,Gas
118.0,AZ,Pinal,GT1,Natural Gas Fired Combustion Turbine,GT,53.1,OP,1972.0, ,NG,Gas
118.0,AZ,Pinal,GT2,Natural Gas Fired Combustion Turbine,GT,53.1,OP,1973.0, ,NG,Gas
120.0,AZ,Yuma,GT1,Natural Gas Fired Combustion Turbine,GT,19.6,OP,1971.0, ,NG,Gas
120.0,AZ,Yuma,GT2,Natural Gas Fired Combustion Turbine,GT,19.6,OP,1971.0, ,NG,Gas
120.0,AZ,Yuma,GT21,Petroleum Liquids,GT,25.3,OP,1978.0, ,DFO,Oil
120.0,AZ,Yuma,GT3,Natural Gas Fired Combustion Turbine,GT,72.4,OP,1973.0, ,NG,Gas
120.0,AZ,Yuma,GT4,Petroleum Liquids,GT,72.4,OP,1974.0, ,DFO,Oil
120.0,AZ,Yuma,GT5,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2008.0, ,NG,Gas
120.0,AZ,Yuma,GT6,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2008.0, ,NG,Gas
120.0,AZ,Yuma,ST1,Natural Gas Steam Turbine,ST,86.7,OP,1959.0, ,NG,Gas
124.0,AZ,Pima,GT2,Natural Gas Fired Combustion Turbine,GT,85.0,OP,2001.0, ,NG,Gas
126.0,AZ,Pima,4,Natural Gas Steam Turbine,ST,173.3,OP,1967.0, ,NG,Gas
126.0,AZ,Pima,GT1,Natural Gas Fired Combustion Turbine,GT,27.0,OP,1972.0, ,NG,Gas
126.0,AZ,Pima,GT2,Natural Gas Fired Combustion Turbine,GT,27.0,OP,1972.0, ,NG,Gas
126.0,AZ,Pima,RIC1,Natural Gas Internal Combustion Engine,IC,18.8,OP,2020.0, ,NG,Gas
126.0,AZ,Pima,RIC10,Natural Gas Internal Combustion Engine,IC,18.8,OP,2019.0, ,NG,Gas
126.0,AZ,Pima,RIC2,Natural Gas Internal Combustion Engine,IC,18.8,OP,2020.0, ,NG,Gas
126.0,AZ,Pima,RIC3,Natural Gas Internal Combustion Engine,IC,18.8,OP,2020.0, ,NG,Gas
126.0,AZ,Pima,RIC4,Natural Gas Internal Combustion Engine,IC,18.8,OP,2020.0, ,NG,Gas
126.0,AZ,Pima,RIC5,Natural Gas Internal Combustion Engine,IC,18.8,OP,2020.0, ,NG,Gas
126.0,AZ,Pima,RIC6,Natural Gas Internal Combustion Engine,IC,18.8,OP,2019.0, ,NG,Gas
126.0,AZ,Pima,RIC7,Natural Gas Internal Combustion Engine,IC,18.8,OP,2019.0, ,NG,Gas
126.0,AZ,Pima,RIC8,Natural Gas Internal Combustion Engine,IC,18.8,OP,2019.0, ,NG,Gas
126.0,AZ,Pima,RIC9,Natural Gas Internal Combustion Engine,IC,18.8,OP,2019.0, ,NG,Gas
126.0,AZ,Pima,ST3,Natural Gas Steam Turbine,ST,113.6,OP,1962.0, ,NG,Gas
130.0,SC,Berkeley,1,Conventional Steam Coal,ST,590.9,OP,1995.0, ,BIT,Coal
130.0,SC,Berkeley,2,Conventional Steam Coal,ST,556.2,OP,1984.0, ,BIT,Coal
130.0,SC,Berkeley,3,Conventional Steam Coal,ST,591.0,OP,2007.0, ,BIT,Coal
130.0,SC,Berkeley,4,Conventional Steam Coal,ST,652.0,OP,2008.0, ,BIT,Coal
136.0,FL,Putnam,2,Conventional Steam Coal,ST,714.6,OP,1984.0, ,BIT,Coal
136.0,FL,Putnam,CT1,Natural Gas Fired Combined Cycle,CT,384.2,OP,2023.0, ,NG,Gas
136.0,FL,Putnam,CT2,Natural Gas Fired Combined Cycle,CT,384.2,OP,2023.0, ,NG,Gas
136.0,FL,Putnam,ST,Natural Gas Fired Combined Cycle,CA,414.8,OP,2023.0, ,NG,Gas
141.0,AZ,Maricopa,AF1,Natural Gas Steam Turbine,ST,113.6,OP,1958.0, ,NG,Gas
141.0,AZ,Maricopa,AF2,Natural Gas Steam Turbine,ST,113.6,OP,1957.0, ,NG,Gas
141.0,AZ,Maricopa,AF3,Petroleum Liquids,ST,163.2,OP,1961.0, ,DFO,Oil
141.0,AZ,Maricopa,AF4,Natural Gas Fired Combustion Turbine,GT,80.5,OP,1975.0, ,NG,Gas
141.0,AZ,Maricopa,AF5,Natural Gas Fired Combustion Turbine,GT,71.2,OP,1974.0, ,NG,Gas
141.0,AZ,Maricopa,AF6,Natural Gas Fired Combustion Turbine,GT,71.2,OP,1974.0, ,NG,Gas
141.0,AZ,Maricopa,AF7,Natural Gas Fired Combustion Turbine,GT,49.5,OP,2022.0, ,NG,Gas
141.0,AZ,Maricopa,AF8,Natural Gas Fired Combustion Turbine,GT,49.5,OP,2022.0, ,NG,Gas
147.0,AZ,Maricopa,KY1,Natural Gas Steam Turbine,ST,34.5,OS,1952.0, ,NG,Gas
147.0,AZ,Maricopa,KY2,Natural Gas Steam Turbine,ST,73.5,OS,1954.0, ,NG,Gas
147.0,AZ,Maricopa,KY4,Natural Gas Fired Combustion Turbine,GT,53.1,OP,1971.0, ,NG,Gas
147.0,AZ,Maricopa,KY5,Natural Gas Fired Combustion Turbine,GT,60.3,OP,1973.0, ,NG,Gas
147.0,AZ,Maricopa,KY6,Natural Gas Fired Combustion Turbine,GT,60.3,OP,1973.0, ,NG,Gas
147.0,AZ,Maricopa,KY7,Natural Gas Fired Combined Cycle,CT,170.0,OP,2002.0, ,NG,Gas
147.0,AZ,Maricopa,KY7A,Natural Gas Fired Combined Cycle,CA,122.0,OP,2002.0, ,NG,Gas
160.0,AZ,Cochise,GT1,Natural Gas Fired Combustion Turbine,GT,11.5,SB,1963.0, ,NG,Gas
160.0,AZ,Cochise,GT2,Natural Gas Fired Combustion Turbine,GT,20.4,SB,1972.0, ,NG,Gas
160.0,AZ,Cochise,GT3,Natural Gas Fired Combustion Turbine,GT,78.7,SB,1975.0, ,NG,Gas
160.0,AZ,Cochise,GT4,Natural Gas Fired Combustion Turbine,GT,60.5,SB,2002.0, ,NG,Gas
160.0,AZ,Cochise,ST1,Natural Gas Steam Turbine,ST,81.6,SB,1964.0, ,NG,Gas
160.0,AZ,Cochise,ST2,Natural Gas Steam Turbine,ST,204.0,OP,1979.0, ,NG,Gas
160.0,AZ,Cochise,ST3,Conventional Steam Coal,ST,204.0,OP,1979.0, ,SUB,Coal
165.0,OK,Mayes,2,Conventional Steam Coal,ST,594.0,OP,1985.0,2026,SUB,Coal
165.0,OK,Mayes,3CT,Natural Gas Fired Combined Cycle,CT,369.0,OP,2017.0, ,NG,Gas
165.0,OK,Mayes,3ST,Natural Gas Fired Combined Cycle,CA,231.3,OP,2017.0, ,NG,Gas
170.0,AR,Hot Spring,4,Natural Gas Steam Turbine,ST,552.5,OP,1970.0,2027,NG,Gas
201.0,AR,Franklin,1,Natural Gas Fired Combined Cycle,CA,59.0,OP,1963.0, ,NG,Gas
201.0,AR,Franklin,2,Natural Gas Fired Combined Cycle,CT,126.0,OP,2002.0, ,NG,Gas
260.0,CA,Monterey,CT1A,Natural Gas Fired Combined Cycle,CT,233.0,OP,2002.0, ,NG,Gas
260.0,CA,Monterey,CT1B,Natural Gas Fired Combined Cycle,CT,233.0,OP,2002.0, ,NG,Gas
260.0,CA,Monterey,CT2A,Natural Gas Fired Combined Cycle,CT,233.0,OP,2002.0, ,NG,Gas
260.0,CA,Monterey,CT2B,Natural Gas Fired Combined Cycle,CT,233.0,OP,2002.0, ,NG,Gas
260.0,CA,Monterey,ST1,Natural Gas Fired Combined Cycle,CA,233.0,OP,2002.0, ,NG,Gas
260.0,CA,Monterey,ST2,Natural Gas Fired Combined Cycle,CA,233.0,OP,2002.0, ,NG,Gas
298.0,TX,Limestone,1,Conventional Steam Coal,ST,893.0,OP,1985.0, ,SUB,Coal
298.0,TX,Limestone,2,Conventional Steam Coal,ST,956.8,OP,1986.0, ,SUB,Coal
315.0,CA,Los Angeles,3,Natural Gas Steam Turbine,ST,310.0,OP,1961.0,2026,NG,Gas
315.0,CA,Los Angeles,4,Natural Gas Steam Turbine,ST,310.0,OP,1962.0,2026,NG,Gas
315.0,CA,Los Angeles,5,Natural Gas Steam Turbine,ST,495.0,OP,1964.0,2026,NG,Gas
335.0,CA,Orange,2,Natural Gas Steam Turbine,ST,218.0,OP,1958.0,2026,NG,Gas
341.0,CA,Los Angeles,CT1,Natural Gas Fired Combustion Turbine,GT,63.0,OP,1976.0, ,NG,Gas
341.0,CA,Los Angeles,CT2,Natural Gas Fired Combustion Turbine,GT,63.0,OP,1976.0, ,NG,Gas
341.0,CA,Los Angeles,CT3,Natural Gas Fired Combustion Turbine,GT,63.0,OP,1976.0, ,NG,Gas
341.0,CA,Los Angeles,CT4,Natural Gas Fired Combustion Turbine,GT,63.0,OP,1976.0, ,NG,Gas
350.0,CA,Ventura,1,Natural Gas Steam Turbine,ST,806.0,OP,1971.0,2027,NG,Gas
350.0,CA,Ventura,2,Natural Gas Steam Turbine,ST,806.0,OP,1973.0,2027,NG,Gas
358.0,CA,San Bernardino,MV3A,Natural Gas Fired Combined Cycle,CT,164.6,OP,2005.0, ,NG,Gas
358.0,CA,San Bernardino,MV3B,Natural Gas Fired Combined Cycle,CT,164.6,OP,2005.0, ,NG,Gas
358.0,CA,San Bernardino,MV3C,Natural Gas Fired Combined Cycle,CA,189.2,OP,2005.0, ,NG,Gas
358.0,CA,San Bernardino,MV4A,Natural Gas Fired Combined Cycle,CT,164.6,OP,2006.0, ,NG,Gas
358.0,CA,San Bernardino,MV4B,Natural Gas Fired Combined Cycle,CT,164.6,OP,2006.0, ,NG,Gas
358.0,CA,San Bernardino,MV4C,Natural Gas Fired Combined Cycle,CA,189.2,OP,2006.0, ,NG,Gas
377.0,CA,Los Angeles,9,Natural Gas Fired Combustion Turbine,GT,57.4,OP,2004.0, ,NG,Gas
389.0,CA,Imperial,2,Natural Gas Fired Combined Cycle,CA,34.5,OP,1952.0, ,NG,Gas
389.0,CA,Imperial,2A,Natural Gas Fired Combined Cycle,CT,89.9,OP,1993.0, ,NG,Gas
389.0,CA,Imperial,30,Natural Gas Fired Combined Cycle,CA,65.9,OP,2012.0, ,NG,Gas
389.0,CA,Imperial,31,Natural Gas Fired Combined Cycle,CT,43.2,OP,2012.0, ,NG,Gas
389.0,CA,Imperial,32,Natural Gas Fired Combined Cycle,CT,43.2,OP,2012.0, ,NG,Gas
389.0,CA,Imperial,4,Natural Gas Steam Turbine,ST,81.6,OP,1968.0, ,NG,Gas
399.0,CA,Los Angeles,10A,Natural Gas Fired Combined Cycle,CT,85.3,OP,1995.0, ,NG,Gas
399.0,CA,Los Angeles,10B,Natural Gas Fired Combined Cycle,CT,85.3,OP,1995.0, ,NG,Gas
399.0,CA,Los Angeles,5,Natural Gas Fired Combined Cycle,CA,75.0,OP,1995.0, ,NG,Gas
399.0,CA,Los Angeles,GT10,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2002.0, ,NG,Gas
399.0,CA,Los Angeles,GT11,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2002.0, ,NG,Gas
399.0,CA,Los Angeles,GT12,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2002.0, ,NG,Gas
399.0,CA,Los Angeles,GT13,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2002.0, ,NG,Gas
399.0,CA,Los Angeles,GT14,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2002.0, ,NG,Gas
400.0,CA,Los Angeles,1,Natural Gas Steam Turbine,ST,230.0,OP,1962.0, ,NG,Gas
400.0,CA,Los Angeles,10,Natural Gas Fired Combined Cycle,CT,182.8,OP,2005.0, ,NG,Gas
400.0,CA,Los Angeles,11,Natural Gas Fired Combustion Turbine,GT,108.2,OP,2013.0, ,NG,Gas
400.0,CA,Los Angeles,12,Natural Gas Fired Combustion Turbine,GT,108.2,OP,2013.0, ,NG,Gas
400.0,CA,Los Angeles,13,Natural Gas Fired Combustion Turbine,GT,108.2,OP,2013.0, ,NG,Gas
400.0,CA,Los Angeles,14,Natural Gas Fired Combustion Turbine,GT,108.2,OP,2013.0, ,NG,Gas
400.0,CA,Los Angeles,15,Natural Gas Fired Combustion Turbine,GT,108.2,OP,2013.0, ,NG,Gas
400.0,CA,Los Angeles,16,Natural Gas Fired Combustion Turbine,GT,108.2,OP,2013.0, ,NG,Gas
400.0,CA,Los Angeles,2,Natural Gas Steam Turbine,ST,230.0,OP,1963.0, ,NG,Gas
400.0,CA,Los Angeles,8,Natural Gas Fired Combined Cycle,CA,264.3,OP,2005.0, ,NG,Gas
400.0,CA,Los Angeles,9,Natural Gas Fired Combined Cycle,CT,182.8,OP,2005.0, ,NG,Gas
404.0,CA,Los Angeles,1,Natural Gas Steam Turbine,ST,163.2,OP,1958.0,2029,NG,Gas
404.0,CA,Los Angeles,2,Natural Gas Steam Turbine,ST,163.2,OP,1959.0,2029,NG,Gas
404.0,CA,Los Angeles,4,Natural Gas Fired Combined Cycle,CT,216.9,OP,2015.0, ,NG,Gas
404.0,CA,Los Angeles,5,Natural Gas Fired Combined Cycle,CA,118.9,OP,2015.0, ,NG,Gas
404.0,CA,Los Angeles,6,Natural Gas Fired Combustion Turbine,GT,106.9,OP,2015.0, ,NG,Gas
404.0,CA,Los Angeles,7,Natural Gas Fired Combustion Turbine,GT,106.9,OP,2015.0, ,NG,Gas
408.0,CA,Los Angeles,5,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2001.0, ,NG,Gas
408.0,CA,Los Angeles,6,Natural Gas Fired Combined Cycle,CT,182.8,OP,2003.0, ,NG,Gas
408.0,CA,Los Angeles,7,Natural Gas Fired Combined Cycle,CT,182.8,OP,2003.0, ,NG,Gas
408.0,CA,Los Angeles,8,Natural Gas Fired Combined Cycle,CA,264.4,OP,2003.0, ,NG,Gas
422.0,CA,Los Angeles,GT1,Natural Gas Fired Combustion Turbine,GT,28.8,OP,1976.0, ,NG,Gas
422.0,CA,Los Angeles,GT2,Natural Gas Fired Combustion Turbine,GT,28.8,OP,1976.0, ,NG,Gas
422.0,CA,Los Angeles,GT3,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2004.0, ,NG,Gas
422.0,CA,Los Angeles,GT4,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2004.0, ,NG,Gas
422.0,CA,Los Angeles,GT5,Natural Gas Fired Combined Cycle,CT,71.0,OP,2016.0, ,NG,Gas
422.0,CA,Los Angeles,ST1,Natural Gas Fired Combined Cycle,CA,16.0,OP,2016.0, ,NG,Gas
469.0,CO,Adams,4,Natural Gas Steam Turbine,ST,380.8,OP,1968.0,2027,NG,Gas
469.0,CO,Adams,5,Natural Gas Fired Combined Cycle,CT,185.3,OP,2015.0, ,NG,Gas
469.0,CO,Adams,6,Natural Gas Fired Combined Cycle,CT,185.3,OP,2015.0, ,NG,Gas
469.0,CO,Adams,7,Natural Gas Fired Combined Cycle,CA,255.0,OP,2015.0, ,NG,Gas
470.0,CO,Pueblo,2,Conventional Steam Coal,ST,396.0,OP,1975.0,2025,SUB,Coal
470.0,CO,Pueblo,3,Conventional Steam Coal,ST,856.8,OP,2010.0, ,SUB,Coal
492.0,CO,El Paso,A1,Natural Gas Fired Combustion Turbine,GT,40.9,OP,2023.0, ,NG,Gas
492.0,CO,El Paso,A2,Natural Gas Fired Combustion Turbine,GT,40.9,OP,2023.0, ,NG,Gas
492.0,CO,El Paso,A3,Natural Gas Fired Combustion Turbine,GT,40.9,OP,2023.0, ,NG,Gas
492.0,CO,El Paso,A4,Natural Gas Fired Combustion Turbine,GT,40.9,OP,2023.0, ,NG,Gas
492.0,CO,El Paso,A5,Natural Gas Fired Combustion Turbine,GT,40.9,OP,2023.0, ,NG,Gas
492.0,CO,El Paso,A6,Natural Gas Fired Combustion Turbine,GT,40.6,OP,2023.0, ,NG,Gas
525.0,CO,Routt,1,Conventional Steam Coal,ST,190.0,OP,1965.0,2028,BIT,Coal
525.0,CO,Routt,2,Conventional Steam Coal,ST,275.4,OP,1976.0,2027,BIT,Coal
533.0,AL,Covington,1,Natural Gas Fired Combined Cycle,CA,7.5,OP,1954.0, ,NG,Gas
533.0,AL,Covington,2,Natural Gas Fired Combined Cycle,CA,7.5,OP,1954.0, ,NG,Gas
533.0,AL,Covington,3,Natural Gas Fired Combined Cycle,CA,25.0,OP,1959.0, ,NG,Gas
533.0,AL,Covington,4,Natural Gas Fired Combined Cycle,CT,107.0,OP,1996.0, ,NG,Gas
533.0,AL,Covington,VAN1,Natural Gas Fired Combined Cycle,CT,165.0,OP,2002.0, ,NG,Gas
533.0,AL,Covington,VAN2,Natural Gas Fired Combined Cycle,CT,165.0,OP,2002.0, ,NG,Gas
533.0,AL,Covington,VAN3,Natural Gas Fired Combined Cycle,CA,177.0,OP,2002.0, ,NG,Gas
544.0,CT,New Haven,10,Petroleum Liquids,GT,18.6,OP,1985.0, ,KER,Oil
544.0,CT,New Haven,11,Petroleum Liquids,GT,51.0,OP,1996.0, ,KER,Oil
544.0,CT,New Haven,12,Petroleum Liquids,GT,51.0,OP,1996.0, ,KER,Oil
544.0,CT,New Haven,13,Petroleum Liquids,GT,51.0,OP,1996.0, ,KER,Oil
544.0,CT,New Haven,14,Petroleum Liquids,GT,51.0,OP,1996.0, ,KER,Oil
546.0,CT,New London,10,Petroleum Liquids,IC,2.7,SB,1967.0, ,DFO,Oil
546.0,CT,New London,11,Petroleum Liquids,IC,2.7,SB,1967.0, ,DFO,Oil
546.0,CT,New London,5,Natural Gas Steam Turbine,ST,75.0,OP,1954.0, ,NG,Gas
546.0,CT,New London,6,Petroleum Liquids,ST,414.9,OP,1971.0, ,RFO,Oil
562.0,CT,Middlesex,10,Petroleum Liquids,GT,18.5,OP,1966.0, ,DFO,Oil
562.0,CT,Middlesex,2,Natural Gas Steam Turbine,ST,113.6,OP,1958.0, ,NG,Gas
562.0,CT,Middlesex,3,Natural Gas Steam Turbine,ST,239.4,OP,1964.0, ,NG,Gas
562.0,CT,Middlesex,4,Petroleum Liquids,ST,414.9,OP,1973.0, ,RFO,Oil
564.0,FL,Orange,1,Conventional Steam Coal,ST,464.5,OP,1987.0,2025,BIT,Coal
564.0,FL,Orange,2,Conventional Steam Coal,ST,464.5,OP,1996.0, ,BIT,Coal
564.0,FL,Orange,B,Natural Gas Fired Combined Cycle,CA,129.8,OP,2010.0, ,NG,Gas
564.0,FL,Orange,B1,Natural Gas Fired Combined Cycle,CT,203.2,OP,2010.0, ,NG,Gas
568.0,CT,Fairfield,501,Natural Gas Fired Combined Cycle,CT,375.7,OP,2019.0, ,NG,Gas
568.0,CT,Fairfield,502,Natural Gas Fired Combined Cycle,CA,200.6,OP,2019.0, ,NG,Gas
593.0,DE,New Castle,10,Petroleum Liquids,GT,12.5,SB,1963.0, ,DFO,Oil
593.0,DE,New Castle,3,Natural Gas Steam Turbine,ST,75.0,OP,1954.0, ,NG,Gas
593.0,DE,New Castle,4,Natural Gas Steam Turbine,ST,176.8,OP,1966.0, ,NG,Gas
593.0,DE,New Castle,5,Natural Gas Steam Turbine,ST,446.0,OP,1973.0, ,NG,Gas
594.0,DE,Sussex,10,Petroleum Liquids,GT,18.6,OP,1967.0, ,DFO,Oil
594.0,DE,Sussex,4,Conventional Steam Coal,ST,445.5,OP,1980.0,2026,BIT,Coal
