Facility ID,Technology,Technology_alt,Operating Year,Age,Total Capital Cost (2024$/kW),Total Nameplate Capacity (MW),Fuel Category,Energy Source
55241.0,Natural Gas Fired Combined Cycle,Combined cycle,2001.0,23.0,1600.629644426688,280.0,Gas,NG
55242.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,1811.3099041533546,274.5,Gas,NG
55244.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,3202.3968966925268,409.0,Gas,NG
55247.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,3557.821390138597,564.0,Gas,NG
55250.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,3567.441070715141,353.4,Gas,NG
55251.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,1921.4381380155162,567.8,Gas,NG
55253.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,2359.0546859903384,356.0,Gas,NG
55259.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,2382.791304347826,576.8,Gas,NG
55262.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,1280.9587586770108,49.5,Gas,NG
55263.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,1280.9587586770108,49.5,Gas,NG
55264.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,1280.9587586770108,49.5,Gas,NG
55267.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,2561.9175173540216,701.2,Gas,NG
55269.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,5433.929712460064,903.9000000000001,Gas,NG
55270.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,7148.373913043479,649.0,Gas,NG
55271.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,3177.0550724637683,939.4,Gas,NG
55276.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,3567.441070715141,519.0,Gas,NG
55279.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,5940.925277570296,1086.2,Gas,NG
55282.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,2382.791304347826,713.0,Gas,NG
55283.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,2716.9648562300317,554.3,Gas,NG
55284.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,3567.441070715141,353.4,Gas,NG
55285.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,2972.8675589292843,285.0,Gas,NG
55286.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,3003.048552066331,994.4000000000001,Gas,NG
55292.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,3288.4462564245036,902.4000000000001,Gas,NG
55293.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,3619.0340514196714,900.0,Gas,NG
55294.0,Natural Gas Fired Combined Cycle,Combined cycle,2001.0,23.0,2400.944466640032,563.9,Gas,NG
55295.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,2716.9648562300317,591.0,Gas,NG
55296.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,1179.5273429951692,312.8,Gas,NG
55297.0,Natural Gas Fired Combined Cycle,Combined cycle,2004.0,20.0,5412.4151711378345,1176.0,Gas,NG
55298.0,Natural Gas Fired Combined Cycle,Combined cycle,2004.0,20.0,5412.4151711378345,1338.0,Gas,NG
55299.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,3581.7803204687098,923.8,Gas,NG
55304.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,2561.9175173540216,242.0,Gas,NG
55306.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,2716.9648562300317,619.0,Gas,NG
55317.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,2716.9648562300317,872.2,Gas,NG
55320.0,Natural Gas Fired Combined Cycle,Combined cycle,2004.0,20.0,2706.2075855689177,821.7,Gas,NG
55322.0,Natural Gas Fired Combined Cycle,Combined cycle,2006.0,18.0,5553.534883720929,1465.6,Gas,NG
55327.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,3177.0550724637683,932.9000000000001,Gas,NG
55328.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,2382.791304347826,689.4,Gas,NG
55332.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2003.0,21.0,2763.1355008457053,795.6,Gas,NG
55333.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,3177.0550724637683,943.5,Gas,NG
55334.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,2382.791304347826,702.1,Gas,NG
55337.0,Natural Gas Fired Combined Cycle,Combined cycle,2001.0,23.0,2400.944466640032,777.5999999999999,Gas,NG
55340.0,Natural Gas Fired Combined Cycle,Combined cycle,2007.0,17.0,2772.3935934571477,679.1,Gas,NG
55343.0,Natural Gas Fired Combined Cycle,Combined cycle,2006.0,18.0,2776.7674418604647,650.0,Gas,NG
55345.0,Natural Gas Fired Combined Cycle,Combined cycle,2009.0,15.0,4171.753972075108,688.5,Gas,NG
55347.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,2359.0546859903384,688.0,Gas,NG
55348.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,2359.0546859903384,795.6,Gas,NG
55349.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,1179.5273429951692,344.0,Gas,NG
55350.0,Natural Gas Fired Combined Cycle,Combined cycle,2012.0,12.0,4027.324431558065,678.3,Gas,NG
55357.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,2716.9648562300317,675.6,Gas,NG
55358.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,7245.239616613419,1433.6,Gas,NG
55364.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,2494.1824883085615,619.4,Gas,NG
55365.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,2378.2940471434276,236.0,Gas,NG
55372.0,Natural Gas Fired Combined Cycle,Combined cycle,2004.0,20.0,5412.4151711378345,1277.1,Gas,NG
55375.0,Natural Gas Fired Combined Cycle,Combined cycle,2006.0,18.0,2776.7674418604647,595.0,Gas,NG
55377.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,1280.9587586770108,87.6,Gas,NG
55380.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,10867.859424920127,2428.0,Gas,NG
55381.0,Petroleum Liquids,Combustion turbine - aeroderivative,2000.0,24.0,0.0,402.5,Oil,DFO
55382.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,4765.582608695652,1192.0,Gas,NG
55386.0,Natural Gas Fired Combined Cycle,Combined cycle,2004.0,20.0,2706.2075855689177,668.5,Gas,NG
55391.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,1783.7205353575707,561.0,Gas,NG
55392.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,1870.3112182065956,596.7,Gas,NG
55393.0,Natural Gas Fired Combined Cycle,Combined cycle,2005.0,19.0,2769.062952243126,635.0,Gas,NG
55395.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,2359.0546859903384,306.4,Gas,NG
55397.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,2382.791304347826,714.9000000000001,Gas,NG
55400.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,2716.9648562300317,623.0,Gas,NG
55401.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2003.0,21.0,3453.9193760571316,977.5,Gas,NG
55402.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,2359.0546859903384,782.0,Gas,NG
55404.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,2716.9648562300317,555.0,Gas,NG
55405.0,Natural Gas Fired Combined Cycle,Combined cycle,2004.0,20.0,5416.000928024874,1221.6000000000001,Gas,NG
55406.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,2716.9648562300317,596.6,Gas,NG
55409.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2003.0,21.0,2763.1355008457053,748.0,Gas,NG
55411.0,Natural Gas Fired Combined Cycle,Combined cycle,2010.0,14.0,4105.276506955178,822.8,Gas,NG
55412.0,Natural Gas Fired Combined Cycle,Combined cycle,2004.0,20.0,2706.2075855689177,644.2,Gas,NG
55414.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,1769.2910144927537,541.2,Gas,NG
55415.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,2359.0546859903384,728.0,Gas,NG
55417.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,2359.0546859903384,456.0,Gas,NG
55418.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,2382.791304347826,714.8,Gas,NG
55419.0,Natural Gas Fired Combined Cycle,Combined cycle,2004.0,20.0,4510.345975948196,987.0,Gas,NG
55433.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,2359.0546859903384,416.0,Gas,NG
55438.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,2359.0546859903384,540.0,Gas,NG
55439.0,Natural Gas Fired Combined Cycle,Combined cycle,2004.0,20.0,3608.276780758557,1011.4,Gas,NG
55440.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,3622.6198083067093,927.1,Gas,NG
55447.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,2378.2940471434276,162.8,Gas,NG
55451.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,5433.929712460064,1003.5,Gas,NG
55453.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,3567.441070715141,228.0,Gas,NG
55455.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,4765.582608695652,1140.3000000000002,Gas,NG
55457.0,Natural Gas Fired Combined Cycle,Combined cycle,2001.0,23.0,2400.944466640032,551.3,Gas,NG
55460.0,Natural Gas Fired Combined Cycle,Combined cycle,2022.0,2.0,3627.881447587354,1174.4,Gas,NG
55463.0,Natural Gas Fired Combined Cycle,Combined cycle,2004.0,20.0,7216.553561517114,1433.6,Gas,NG
55464.0,Natural Gas Fired Combined Cycle,Combined cycle,2004.0,20.0,5710.4554517457545,1176.0,Gas,NG
55467.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,4765.582608695652,903.9000000000001,Gas,NG
55470.0,Natural Gas Fired Combined Cycle,Combined cycle,2009.0,15.0,5013.20446566508,861.0,Gas,NG
55477.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,594.5735117858569,40.0,Gas,NG
55478.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,589.7636714975846,40.0,Gas,NG
55479.0,Conventional Steam Coal,Coal,2003.0,21.0,1916.0817515504602,90.0,Coal,SUB
55480.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,7245.239616613419,1894.2,Gas,NG
55481.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,2716.9648562300317,691.6,Gas,NG
55482.0,Natural Gas Fired Combined Cycle,Combined cycle,2004.0,20.0,1804.1383903792785,302.8,Gas,NG
55486.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2020.0,4.0,2725.169162506933,399.6,Gas,NG
55496.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2003.0,21.0,4144.703251268558,684.0,Gas,NG
55499.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,589.7636714975846,60.5,Gas,NG
55501.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,5433.929712460064,1370.0,Gas,NG
55502.0,Natural Gas Fired Combined Cycle,Combined cycle,2004.0,20.0,5412.4151711378345,1232.0,Gas,NG
55503.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,3622.6198083067093,921.5999999999999,Gas,NG
55504.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,1179.5273429951692,154.2,Gas,NG
55505.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,1179.5273429951692,154.2,Gas,NG
55508.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,594.5735117858569,60.5,Gas,NG
55510.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,594.5735117858569,60.5,Gas,NG
55512.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,589.7636714975846,48.7,Gas,NG
55513.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,594.5735117858569,58.9,Gas,NG
55514.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,2716.9648562300317,600.6,Gas,NG
55516.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,2716.9648562300317,714.9000000000001,Gas,NG
55517.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,5698.036721436217,350.0,Gas,NG
55518.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,3622.6198083067093,960.0,Gas,NG
55522.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,5897.636714975845,605.0,Gas,NG
55524.0,Natural Gas Fired Combined Cycle,Combined cycle,2019.0,5.0,9027.310019015924,1449.4,Gas,NG
55538.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2014.0,10.0,1265.5277576460355,54.0,Gas,NG
55540.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,594.5735117858569,37.2,Gas,NG
55541.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,1783.7205353575707,149.7,Gas,NG
55542.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,1189.1470235717138,99.8,Gas,NG
55544.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,2359.0546859903384,117.6,Gas,NG
55558.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,1588.5275362318841,66.5,Gas,NG
55620.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,2977.3648161336832,824.1,Gas,NG
55622.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,2958.4380380644675,217.0,Gas,NG
55625.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2003.0,21.0,690.7838752114263,47.0,Gas,NG
55626.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2003.0,21.0,690.7838752114263,47.0,Gas,NG
55627.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2003.0,21.0,690.7838752114263,47.0,Gas,NG
55640.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,7077.164057971014,726.0,Gas,NG
55641.0,Natural Gas Fired Combined Cycle,Combined cycle,2004.0,20.0,2706.2075855689177,674.9000000000001,Gas,NG
55645.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2003.0,21.0,1381.5677504228527,397.8,Gas,NG
55651.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,2378.2940471434276,346.0,Gas,NG
55654.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,1189.1470235717138,87.6,Gas,NG
55656.0,Natural Gas Fired Combined Cycle,Combined cycle,2005.0,19.0,4615.10492040521,779.0,Gas,NG
55661.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,2382.791304347826,605.5,Gas,NG
55662.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,2716.9648562300317,593.3,Gas,NG
55664.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,2716.9648562300317,570.0,Gas,NG
55667.0,Natural Gas Fired Combined Cycle,Combined cycle,2004.0,20.0,2706.2075855689177,651.6,Gas,NG
55672.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,4718.109371980677,692.0,Gas,NG
55687.0,Natural Gas Fired Combined Cycle,Combined cycle,2004.0,20.0,2706.2075855689177,688.4,Gas,NG
55690.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,6911.0660647312125,1153.0,Gas,NG
55694.0,Natural Gas Fired Combined Cycle,Combined cycle,2006.0,18.0,2776.7674418604647,850.5,Gas,NG
55698.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,1189.1470235717138,92.2,Gas,NG
55699.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,589.7636714975846,60.5,Gas,NG
55700.0,Natural Gas Fired Combined Cycle,Combined cycle,2008.0,16.0,2130.626279300099,319.0,Gas,NG
55701.0,Natural Gas Fired Combined Cycle,Combined cycle,2012.0,12.0,4027.324431558065,739.5,Gas,NG
55706.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,3622.6198083067093,899.0,Gas,NG
55710.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,2716.9648562300317,556.0,Gas,NG
55714.0,Natural Gas Fired Combined Cycle,Combined cycle,2005.0,19.0,2771.631115448906,746.0,Gas,NG
55718.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,2359.0546859903384,357.6,Gas,NG
55733.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2005.0,19.0,642.6960926193922,172.8,Gas,NG
55736.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,5433.929712460064,1429.8000000000002,Gas,NG
55738.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,1179.5273429951692,88.0,Gas,NG
55748.0,Natural Gas Fired Combined Cycle,Combined cycle,2013.0,11.0,4821.915962152863,306.1,Gas,NG
55749.0,Conventional Steam Coal,Coal,2006.0,18.0,1942.7383720930231,115.7,Coal,SUB
55786.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,1179.5273429951692,100.0,Gas,NG
55787.0,Petroleum Liquids,Combustion turbine - aeroderivative,2002.0,22.0,0.0,100.0,Oil,KER
55801.0,Natural Gas Fired Combined Cycle,Combined cycle,2004.0,20.0,3608.276780758557,836.0999999999999,Gas,NG
55802.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2008.0,16.0,742.4437107956421,159.5,Gas,NG
55807.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,1179.5273429951692,98.0,Gas,NG
55810.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,1778.9106950692985,135.0,Gas,NG
55818.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,1588.5275362318841,318.3,Gas,NG
55821.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,2716.9648562300317,688.3,Gas,NG
55835.0,Natural Gas Fired Combined Cycle,Combined cycle,2004.0,20.0,2706.2075855689177,685.0999999999999,Gas,NG
55836.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2004.0,20.0,688.7892691951896,60.5,Gas,NG
55841.0,Natural Gas Fired Combined Cycle,Combined cycle,2004.0,20.0,2706.2075855689177,664.7,Gas,NG
55847.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2003.0,21.0,690.7838752114263,47.0,Gas,NG
55855.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2003.0,21.0,690.7838752114263,47.0,Gas,NG
55856.0,Conventional Steam Coal,Coal,2012.0,12.0,7665.326415382268,1766.0,Coal,BIT
55927.0,Natural Gas Fired Combined Cycle,Combined cycle,2004.0,20.0,3608.276780758557,1068.2,Gas,NG
55933.0,Natural Gas Fired Combined Cycle,Combined cycle,2012.0,12.0,3153.751381339376,336.1,Gas,NG
55936.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,589.7636714975846,168.0,Gas,NG
55938.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2003.0,21.0,1381.5677504228527,383.0,Gas,NG
55939.0,Natural Gas Fired Combined Cycle,Combined cycle,2014.0,10.0,4771.751848093926,1472.2,Gas,NG
55951.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2003.0,21.0,690.7838752114263,60.5,Gas,NG
55963.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2003.0,21.0,690.7838752114263,47.0,Gas,NG
55965.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,4765.582608695652,1239.0,Gas,NG
55969.0,Petroleum Liquids,Combustion turbine - aeroderivative,2003.0,21.0,0.0,54.0,Oil,KER
55970.0,Natural Gas Fired Combined Cycle,Combined cycle,2006.0,18.0,2776.7674418604647,556.8,Gas,NG
55972.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2003.0,21.0,1381.5677504228527,345.0,Gas,NG
55976.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,3622.6198083067093,898.0,Gas,NG
55977.0,Natural Gas Fired Combined Cycle,Combined cycle,2005.0,19.0,1846.041968162084,67.0,Gas,NG
55985.0,Natural Gas Fired Combined Cycle,Combined cycle,2006.0,18.0,2771.631115448906,559.0,Gas,NG
56013.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2004.0,20.0,2021.5724044663716,181.5,Gas,NG
56018.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2004.0,20.0,1377.5785383903792,98.6,Gas,NG
56026.0,Natural Gas Fired Combined Cycle,Combined cycle,2005.0,19.0,2769.062952243126,154.0,Gas,NG
56031.0,Natural Gas Fired Combined Cycle,Combined cycle,2005.0,19.0,2771.631115448906,618.8,Gas,NG
56032.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2004.0,20.0,1377.5785383903792,120.0,Gas,NG
56041.0,Natural Gas Fired Combined Cycle,Combined cycle,2005.0,19.0,2769.062952243126,130.0,Gas,NG
56046.0,Natural Gas Fired Combined Cycle,Combined cycle,2005.0,19.0,1846.041968162084,387.6,Gas,NG
56047.0,Natural Gas Fired Combined Cycle,Combined cycle,2018.0,6.0,3627.881447587354,841.5,Gas,NG
56068.0,Conventional Steam Coal,Coal,2010.0,14.0,6882.091992609337,1402.6,Coal,SUB
56078.0,Natural Gas Fired Combined Cycle,Combined cycle,2006.0,18.0,2776.7674418604647,300.6,Gas,NG
56102.0,Natural Gas Fired Combined Cycle,Combined cycle,2006.0,18.0,2771.631115448906,566.9,Gas,NG
56104.0,Natural Gas Fired Combined Cycle,Combined cycle,2006.0,18.0,3060.472110436094,740.8,Gas,NG
56108.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2005.0,19.0,1285.3921852387844,100.8,Gas,NG
56135.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2006.0,18.0,1291.829457364341,121.0,Gas,NG
56143.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2006.0,18.0,3976.887313731643,196.0,Gas,NG
56150.0,Natural Gas Fired Combined Cycle,Combined cycle,2005.0,19.0,5538.125904486252,1376.6000000000001,Gas,NG
56151.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2005.0,19.0,1928.0882778581765,351.0,Gas,NG
56164.0,Natural Gas Fired Combined Cycle,Combined cycle,2005.0,19.0,1847.1521819000914,334.5,Gas,NG
56166.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2005.0,19.0,1285.3921852387844,346.8,Gas,NG
56177.0,Natural Gas Fired Combined Cycle,Combined cycle,2004.0,20.0,1804.1383903792785,140.0,Gas,NG
56188.0,Natural Gas Fired Combined Cycle,Combined cycle,2005.0,19.0,1846.041968162084,82.0,Gas,NG
56196.0,Natural Gas Fired Combined Cycle,Combined cycle,2005.0,19.0,2769.062952243126,528.0,Gas,NG
56224.0,Conventional Steam Coal,Coal,2008.0,16.0,2236.6896665566196,242.0,Coal,SUB
56227.0,Natural Gas Fired Combined Cycle,Combined cycle,2007.0,17.0,1848.2623956380985,483.0,Gas,NG
56232.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2005.0,19.0,1610.1911977389555,106.0,Gas,NG
56234.0,Natural Gas Fired Combined Cycle,Combined cycle,2009.0,15.0,2781.169314716739,348.9,Gas,NG
56237.0,Natural Gas Fired Combined Cycle,Combined cycle,2014.0,10.0,6351.207479527591,1246.5,Gas,NG
56238.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2006.0,18.0,1388.3584394778127,216.4,Gas,NG
56239.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2005.0,19.0,1285.3921852387844,121.0,Gas,NG
56241.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2008.0,16.0,1484.8874215912842,346.8,Gas,NG
56249.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2007.0,17.0,3863.9631964559553,343.8,Gas,NG
56253.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2006.0,18.0,1599.5773252818612,80.0,Gas,NG
56259.0,Natural Gas Fired Combined Cycle,Combined cycle,2010.0,14.0,4105.276506955178,653.7,Gas,NG
56283.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2006.0,18.0,1291.829457364341,100.8,Gas,NG
56292.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2007.0,17.0,4491.950099610732,343.8,Gas,NG
56298.0,Natural Gas Fired Combined Cycle,Combined cycle,2007.0,17.0,5497.562755964081,225.0,Gas,NG
56319.0,Conventional Steam Coal,Coal,2008.0,16.0,2236.6896665566196,95.0,Coal,SUB
56326.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2013.0,11.0,2561.889363988932,472.1,Gas,NG
56328.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2007.0,17.0,2575.97546430397,349.0,Gas,NG
56349.0,Natural Gas Fired Combined Cycle,Combined cycle,2007.0,17.0,5426.234269339081,550.4,Gas,NG
56350.0,Natural Gas Fired Combined Cycle,Combined cycle,2008.0,16.0,7891.668572439799,654.1,Gas,NG
56397.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,640.4793793385054,44.0,Gas,NG
56400.0,Natural Gas Fired Combined Cycle,Combined cycle,2008.0,16.0,2130.626279300099,411.4,Gas,NG
56407.0,Natural Gas Fired Combined Cycle,Combined cycle,2009.0,15.0,16524.105830295528,4263.0,Gas,NG
56445.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2007.0,17.0,1287.987732151985,420.0,Gas,NG
56456.0,Conventional Steam Coal,Coal,2010.0,14.0,3034.7792890262754,720.0,Coal,SUB
56458.0,Natural Gas Fired Combined Cycle,Combined cycle,2008.0,16.0,3938.383129745791,681.5,Gas,NG
56467.0,Natural Gas Fired Combined Cycle,Combined cycle,2013.0,11.0,3597.8884615384613,655.0,Gas,NG
56471.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2012.0,12.0,1336.6737372195942,49.8,Gas,NG
56472.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2007.0,17.0,643.9938660759925,49.8,Gas,NG
56473.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2007.0,17.0,643.9938660759925,49.8,Gas,NG
56474.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2007.0,17.0,643.9938660759925,49.8,Gas,NG
56475.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2007.0,17.0,643.9938660759925,49.8,Gas,NG
56476.0,Natural Gas Fired Combined Cycle,Combined cycle,2009.0,15.0,4171.753972075108,619.7,Gas,NG
56480.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2011.0,13.0,1342.528928183651,60.4,Gas,NG
56482.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2008.0,16.0,1484.8874215912842,121.0,Gas,NG
