Facility ID,Technology,Technology_alt,Operating Year,Age,Total Capital Cost (2024$/kW),Total Nameplate Capacity (MW),Fuel Category,Energy Source
3149.0,Natural Gas Steam Turbine,Oil/Gas steam,1973.0,51.0,5374.914469830112,1757.9,Gas,NG
3161.0,Natural Gas Steam Turbine,Oil/Gas steam,1974.0,50.0,4162.652606912713,861.6,Gas,NG
3168.0,Petroleum Liquids,Combustion turbine - aeroderivative,1973.0,51.0,0.0,131.6,Oil,DFO
3176.0,Natural Gas Fired Combined Cycle,Combined cycle,1959.0,65.0,3651.8103606996397,145.9,Gas,NG
3236.0,Natural Gas Fired Combined Cycle,Combined cycle,1995.0,29.0,5712.576449912127,515.0,Gas,NG
3250.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1997.0,27.0,1456.867001528718,316.0,Gas,NG
3264.0,Natural Gas Fired Combined Cycle,Combined cycle,2018.0,6.0,4915.8691797393385,954.7,Gas,NG
3285.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1991.0,33.0,2682.281017477895,177.3,Gas,NG
3287.0,Natural Gas Steam Turbine,Oil/Gas steam,1958.0,66.0,4162.652606912713,293.6,Gas,NG
3295.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,8501.84400492824,758.9,Gas,NG
3297.0,Conventional Steam Coal,Coal,1970.0,54.0,6587.176332747511,771.8,Coal,BIT
3298.0,Conventional Steam Coal,Coal,1973.0,51.0,3293.5881663737555,659.7,Coal,BIT
3338.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2013.0,11.0,1271.9807692307693,111.0,Gas,NG
3393.0,Natural Gas Fired Combined Cycle,Combined cycle,2018.0,6.0,3627.881447587354,1791.7000000000007,Gas,NG
3399.0,Conventional Steam Coal,Coal,1973.0,51.0,6587.176332747511,2600.0,Coal,BIT
3403.0,Conventional Steam Coal,Coal,1959.0,65.0,18780.763445883615,1918.4,Coal,SUB
3405.0,Natural Gas Fired Combined Cycle,Combined cycle,2012.0,12.0,5369.765908744087,996.9000000000001,Gas,NG
3406.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,14739.890569492278,1426.0,Gas,NG
3407.0,Conventional Steam Coal,Coal,1955.0,69.0,29642.2934973638,1700.0,Coal,SUB
3439.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2008.0,16.0,1484.8874215912842,263.6,Gas,NG
3441.0,Natural Gas Fired Combined Cycle,Combined cycle,1972.0,52.0,3688.9470796221394,730.2,Gas,NG
3443.0,Natural Gas Fired Combined Cycle,Combined cycle,2009.0,15.0,2342.680732343724,376.9,Gas,NG
3452.0,Natural Gas Steam Turbine,Oil/Gas steam,1973.0,51.0,4162.652606912713,927.5,Gas,NG
3453.0,Natural Gas Steam Turbine,Oil/Gas steam,1967.0,57.0,6243.978910369069,852.2,Gas,NG
3456.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2023.0,1.0,14593.878174152482,1109.8,Gas,NG
3457.0,Natural Gas Steam Turbine,Oil/Gas steam,1970.0,54.0,4162.652606912713,542.8,Gas,NG
3459.0,Natural Gas Steam Turbine,Oil/Gas steam,1974.0,50.0,8325.305213825426,1811.8000000000002,Gas,NG
3460.0,Natural Gas Steam Turbine,Oil/Gas steam,1970.0,54.0,4162.652606912713,1530.0,Gas,NG
3470.0,Conventional Steam Coal,Coal,1977.0,47.0,22260.781195079086,4008.4000000000005,Coal,SUB
3476.0,Natural Gas Steam Turbine,Oil/Gas steam,1974.0,50.0,2081.3263034563565,351.0,Gas,NG
3478.0,Natural Gas Steam Turbine,Oil/Gas steam,1970.0,54.0,6243.978910369069,882.0,Gas,NG
3482.0,Natural Gas Steam Turbine,Oil/Gas steam,1971.0,53.0,6777.162304327134,860.4000000000001,Gas,NG
3484.0,Natural Gas Steam Turbine,Oil/Gas steam,1968.0,56.0,6243.978910369069,474.7,Gas,NG
3485.0,Natural Gas Steam Turbine,Oil/Gas steam,1964.0,60.0,6243.978910369069,336.4,Gas,NG
3490.0,Natural Gas Steam Turbine,Oil/Gas steam,1969.0,55.0,4162.652606912713,634.7,Gas,NG
3491.0,Natural Gas Steam Turbine,Oil/Gas steam,1976.0,48.0,6243.978910369069,1314.8,Gas,NG
3504.0,Natural Gas Steam Turbine,Oil/Gas steam,1965.0,59.0,4162.652606912713,713.4000000000001,Gas,NG
3507.0,Natural Gas Steam Turbine,Oil/Gas steam,1965.0,59.0,2081.3263034563565,243.3,Gas,NG
3559.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2004.0,20.0,2592.9814191658984,142.5,Gas,NG
3576.0,Natural Gas Steam Turbine,Oil/Gas steam,1976.0,48.0,6838.552422154926,427.7,Gas,NG
3601.0,Natural Gas Steam Turbine,Oil/Gas steam,1972.0,52.0,6243.978910369069,623.0,Gas,NG
3604.0,Natural Gas Fired Combined Cycle,Combined cycle,2000.0,24.0,2770.382635883326,84.0,Gas,NG
3609.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2004.0,20.0,2755.1570767807584,229.6,Gas,NG
3611.0,Natural Gas Steam Turbine,Oil/Gas steam,1972.0,52.0,4162.652606912713,892.0,Gas,NG
3612.0,Natural Gas Steam Turbine,Oil/Gas steam,1970.0,54.0,10058.629296767831,1138.0,Gas,NG
3628.0,Natural Gas Steam Turbine,Oil/Gas steam,1975.0,49.0,7766.2255418863515,603.6,Gas,NG
3631.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,3622.6198083067093,192.8,Gas,NG
3648.0,Natural Gas Steam Turbine,Oil/Gas steam,1955.0,69.0,8013.269924861822,432.79999999999995,Gas,NG
3775.0,Natural Gas Steam Turbine,Oil/Gas steam,1958.0,66.0,4162.652606912713,475.0,Gas,NG
3785.0,Petroleum Liquids,Combustion turbine - aeroderivative,1972.0,52.0,0.0,27.0,Oil,DFO
3797.0,Natural Gas Fired Combined Cycle,Combined cycle,1992.0,32.0,3808.384299941418,446.59999999999997,Gas,NG
3804.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,2716.9648562300317,709.0,Gas,NG
3845.0,Conventional Steam Coal,Coal,1973.0,51.0,3293.5881663737555,729.9,Coal,SUB
3935.0,Conventional Steam Coal,Coal,1973.0,51.0,9880.764499121266,2932.6,Coal,BIT
3943.0,Conventional Steam Coal,Coal,1967.0,57.0,6587.176332747511,1152.0,Coal,BIT
3944.0,Conventional Steam Coal,Coal,1972.0,52.0,9880.764499121266,2052.0,Coal,RC
3948.0,Conventional Steam Coal,Coal,1971.0,53.0,6587.176332747511,1632.6,Coal,BIT
3954.0,Conventional Steam Coal,Coal,1965.0,59.0,9880.764499121266,1662.4,Coal,BIT
3982.0,Natural Gas Steam Turbine,Oil/Gas steam,1957.0,67.0,2081.3263034563565,27.2,Gas,NG
3992.0,Natural Gas Steam Turbine,Oil/Gas steam,1957.0,67.0,4162.652606912713,100.0,Gas,NG
4040.0,Natural Gas Fired Combined Cycle,Combined cycle,2008.0,16.0,5965.002371193275,1229.6,Gas,NG
4041.0,Conventional Steam Coal,Coal,1967.0,57.0,13174.352665495022,1240.0,Coal,SUB
4050.0,Conventional Steam Coal,Coal,1985.0,39.0,3293.5881663737555,413.7,Coal,SUB
4072.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2003.0,21.0,690.7838752114263,91.0,Gas,NG
4076.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1993.0,31.0,2283.3699472759226,187.1,Gas,NG
4078.0,Conventional Steam Coal,Coal,2008.0,16.0,5530.277832930375,945.5,Coal,SUB
4158.0,Conventional Steam Coal,Coal,1972.0,52.0,13174.352665495022,816.7,Coal,SUB
4162.0,Natural Gas Steam Turbine,Oil/Gas steam,1971.0,53.0,8668.502636203868,707.1999999999999,Gas,NG
4195.0,Petroleum Liquids,Combustion turbine - aeroderivative,1978.0,46.0,2081.3263034563565,112.2,Oil,DFO
4266.0,Natural Gas Steam Turbine,Oil/Gas steam,1973.0,51.0,4162.652606912713,126.5,Gas,NG
4271.0,Conventional Steam Coal,Coal,1979.0,45.0,3293.5881663737555,387.0,Coal,SUB
4937.0,Natural Gas Fired Combined Cycle,Combined cycle,2014.0,10.0,3578.813886070445,574.6,Gas,NG
4939.0,Natural Gas Steam Turbine,Oil/Gas steam,1974.0,50.0,5770.2733830784955,1082.2,Gas,NG
4940.0,Natural Gas Steam Turbine,Oil/Gas steam,1974.0,50.0,5647.540028503997,1121.7,Gas,NG
5083.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2009.0,15.0,1728.6184208782042,231.20000000000002,Gas,NG
6002.0,Conventional Steam Coal,Coal,1978.0,46.0,13174.352665495022,2822.0,Coal,SUB
6004.0,Conventional Steam Coal,Coal,1979.0,45.0,6587.176332747511,1368.0,Coal,BIT
6009.0,Conventional Steam Coal,Coal,1980.0,44.0,6587.176332747511,1800.0,Coal,SUB
6017.0,Conventional Steam Coal,Coal,1977.0,47.0,3293.5881663737555,617.4,Coal,SUB
6018.0,Conventional Steam Coal,Coal,1981.0,43.0,3293.5881663737555,772.0,Coal,BIT
6021.0,Conventional Steam Coal,Coal,1984.0,40.0,9880.764499121266,1427.6,Coal,SUB
6030.0,Conventional Steam Coal,Coal,1979.0,45.0,6587.176332747511,1215.6,Coal,RC
6034.0,Conventional Steam Coal,Coal,1984.0,40.0,8520.46053672761,1664.4,Coal,SUB
6035.0,Natural Gas Steam Turbine,Oil/Gas steam,1979.0,45.0,4014.610507436456,1071.3,Gas,NG
6041.0,Conventional Steam Coal,Coal,1981.0,43.0,11441.653764748608,1608.5,Coal,BIT
6042.0,Natural Gas Steam Turbine,Oil/Gas steam,1976.0,48.0,8777.757527317923,2951.1999999999994,Gas,NG
6043.0,Natural Gas Fired Combined Cycle,Combined cycle,2005.0,19.0,10082.269046581941,2448.4999999999995,Gas,NG
6046.0,Petroleum Liquids,Combustion turbine - aeroderivative,1992.0,32.0,2283.3699472759226,748.0,Oil,DFO
6055.0,Conventional Steam Coal,Coal,1981.0,43.0,8668.502636203866,1902.9,Coal,SUB
6058.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,1350.8869872562254,84.9,Gas,NG
6061.0,Natural Gas Fired Combined Cycle,Combined cycle,2023.0,1.0,2418.5876317249026,558.0,Gas,NG
6064.0,Conventional Steam Coal,Coal,1981.0,43.0,3939.502895055926,365.0,Coal,SUB
6065.0,Conventional Steam Coal,Coal,2010.0,14.0,6328.367455400031,1753.9,Coal,SUB
6068.0,Conventional Steam Coal,Coal,1978.0,46.0,9880.764499121266,2160.0,Coal,SUB
6071.0,Conventional Steam Coal,Coal,2011.0,13.0,11075.585289732744,2594.1,Coal,BIT
6073.0,Conventional Steam Coal,Coal,1977.0,47.0,11389.065266027575,2229.0,Coal,SUB
6076.0,Conventional Steam Coal,Coal,1984.0,40.0,6587.176332747511,1647.4,Coal,SUB
6077.0,Conventional Steam Coal,Coal,1979.0,45.0,6587.176332747511,1362.6,Coal,SUB
6085.0,Conventional Steam Coal,Coal,1983.0,41.0,8109.422964264792,1105.0,Coal,BIT
6090.0,Conventional Steam Coal,Coal,1987.0,37.0,6587.176332747511,1704.0,Coal,SUB
6095.0,Conventional Steam Coal,Coal,1979.0,45.0,6587.176332747511,1138.0,Coal,SUB
6096.0,Conventional Steam Coal,Coal,2009.0,15.0,6209.721531804666,1389.6,Coal,SUB
6098.0,Conventional Steam Coal,Coal,1975.0,49.0,3293.5881663737555,451.0,Coal,SUB
6101.0,Conventional Steam Coal,Coal,1978.0,46.0,3293.5881663737555,362.1,Coal,SUB
6112.0,Natural Gas Fired Combined Cycle,Combined cycle,1998.0,26.0,5441.191187247771,1148.5,Gas,NG
6113.0,Conventional Steam Coal,Coal,1976.0,48.0,16467.94083186878,3339.5,Coal,BIT
6124.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1995.0,29.0,6088.986526069128,810.4,Gas,NG
6137.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1991.0,33.0,1350.8869872562254,176.4,Gas,NG
6138.0,Conventional Steam Coal,Coal,1978.0,46.0,3293.5881663737555,558.0,Coal,SUB
6139.0,Conventional Steam Coal,Coal,1977.0,47.0,6587.176332747511,1116.0,Coal,SUB
6146.0,Conventional Steam Coal,Coal,1977.0,47.0,9880.764499121266,2379.6000000000004,Coal,SUB
6155.0,Conventional Steam Coal,Coal,1976.0,48.0,6587.176332747511,1242.0,Coal,SUB
6156.0,Petroleum Liquids,Combustion turbine - aeroderivative,1975.0,49.0,0.0,641.5,Oil,RFO
6165.0,Conventional Steam Coal,Coal,1983.0,41.0,9880.764499121266,1472.2,Coal,BIT
6166.0,Conventional Steam Coal,Coal,1984.0,40.0,6587.176332747511,2600.0,Coal,SUB
6177.0,Conventional Steam Coal,Coal,1979.0,45.0,6587.176332747511,821.8,Coal,SUB
6178.0,Conventional Steam Coal,Coal,1980.0,44.0,3293.5881663737555,622.4,Coal,SUB
6179.0,Conventional Steam Coal,Coal,1979.0,45.0,9880.764499121266,1690.0,Coal,SUB
6180.0,Conventional Steam Coal,Coal,2010.0,14.0,6882.091992609337,1795.4,Coal,LIG
6183.0,Conventional Steam Coal,Coal,1982.0,42.0,3293.5881663737555,410.0,Coal,LIG
6190.0,Petroleum Coke,Combustion turbine - aeroderivative,2010.0,14.0,5374.914469830112,1707.3,Coal,PC
6193.0,Conventional Steam Coal,Coal,1976.0,48.0,9880.764499121266,1080.0,Coal,SUB
6194.0,Conventional Steam Coal,Coal,1982.0,42.0,6587.176332747511,1135.8,Coal,SUB
6195.0,Conventional Steam Coal,Coal,2011.0,13.0,8663.147501474097,603.0,Coal,SUB
6204.0,Conventional Steam Coal,Coal,1981.0,43.0,9880.764499121266,1863.0,Coal,SUB
6213.0,Conventional Steam Coal,Coal,1983.0,41.0,6587.176332747511,1080.0,Coal,BIT
6223.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1978.0,46.0,2903.8143819401344,379.0,Gas,NG
6243.0,Natural Gas Steam Turbine,Oil/Gas steam,1978.0,46.0,3723.778169251237,203.2,Gas,NG
6248.0,Conventional Steam Coal,Coal,1981.0,43.0,3293.5881663737555,552.3,Coal,SUB
6249.0,Conventional Steam Coal,Coal,1975.0,49.0,13174.352665495022,1260.0,Coal,BIT
6253.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,640.4793793385054,335.70000000000005,Gas,NG
6254.0,Conventional Steam Coal,Coal,1981.0,43.0,3293.5881663737555,725.9,Coal,SUB
6257.0,Conventional Steam Coal,Coal,1982.0,42.0,9880.764499121266,2673.0,Coal,SUB
6264.0,Conventional Steam Coal,Coal,1980.0,44.0,3293.5881663737555,1300.0,Coal,BIT
6358.0,Natural Gas Fired Combined Cycle,Combined cycle,1994.0,30.0,2498.765661756566,90.5,Gas,NG
6373.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1997.0,27.0,2084.130328308857,266.1,Gas,NG
6463.0,Petroleum Liquids,Combustion turbine - aeroderivative,2005.0,19.0,0.0,78.7,Oil,DFO
6469.0,Conventional Steam Coal,Coal,1984.0,40.0,6587.176332747511,954.0,Coal,LIG
6481.0,Conventional Steam Coal,Coal,1986.0,38.0,6587.176332747511,1640.0,Coal,BIT
6584.0,Petroleum Liquids,Combustion turbine - aeroderivative,2006.0,18.0,0.0,126.49999999999999,Oil,DFO
6635.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2007.0,17.0,643.9938660759925,84.0,Gas,NG
6639.0,Conventional Steam Coal,Coal,1979.0,45.0,5374.914469830112,586.0,Coal,BIT
6641.0,Conventional Steam Coal,Coal,1983.0,41.0,6587.176332747511,1800.0,Coal,SUB
6664.0,Conventional Steam Coal,Coal,1983.0,41.0,3293.5881663737555,811.9,Coal,SUB
6705.0,Conventional Steam Coal,Coal,1970.0,54.0,13174.352665495022,822.8,Coal,BIT
6761.0,Conventional Steam Coal,Coal,1984.0,40.0,6494.11216085734,800.4,Coal,SUB
6768.0,Conventional Steam Coal,Coal,1981.0,43.0,3293.5881663737555,261.0,Coal,SUB
6772.0,Conventional Steam Coal,Coal,1982.0,42.0,3293.5881663737555,446.0,Coal,SUB
6823.0,Conventional Steam Coal,Coal,1984.0,40.0,3293.5881663737555,509.4,Coal,BIT
7013.0,Natural Gas Steam Turbine,Oil/Gas steam,1970.0,54.0,2081.3263034563565,28.1,Gas,NG
7030.0,Conventional Steam Coal,Coal,1990.0,34.0,6587.176332747511,349.2,Coal,LIG
7032.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1989.0,35.0,3044.493263034564,407.70000000000005,Gas,NG
7063.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2010.0,14.0,3210.4972704325664,676.0,Gas,NG
7082.0,Natural Gas Fired Combined Cycle,Combined cycle,2011.0,13.0,5456.6094730122395,745.0,Gas,NG
7097.0,Conventional Steam Coal,Coal,2010.0,14.0,6328.367455400031,1488.5,Coal,SUB
7138.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1989.0,35.0,1522.246631517282,76.8,Gas,NG
7145.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1994.0,30.0,2283.3699472759226,179.8,Gas,NG
7146.0,Petroleum Liquids,Combustion turbine - aeroderivative,1989.0,35.0,0.0,238.5,Oil,DFO
7153.0,Natural Gas Fired Combined Cycle,Combined cycle,1993.0,31.0,7003.592534697392,1098.2,Gas,NG
7155.0,Petroleum Liquids,Combustion turbine - aeroderivative,1991.0,33.0,0.0,90.2,Oil,DFO
7158.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1993.0,31.0,4566.739894551846,571.8,Gas,NG
7159.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1993.0,31.0,3044.493263034564,381.6,Gas,NG
7203.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1993.0,31.0,3044.493263034564,381.6,Gas,NG
7210.0,Natural Gas Steam Turbine,Oil/Gas steam,1996.0,28.0,2081.3263034563565,417.3,Gas,NG
7212.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1990.0,34.0,3044.493263034564,368.4,Gas,NG
7213.0,Conventional Steam Coal,Coal,1995.0,29.0,6587.176332747511,848.0,Coal,BIT
7237.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2005.0,19.0,2164.942724136674,405.70000000000005,Gas,NG
7238.0,Natural Gas Fired Combined Cycle,Combined cycle,2011.0,13.0,6953.55728767552,706.0,Gas,NG
7242.0,Natural Gas Fired Combined Cycle,Combined cycle,2017.0,7.0,6622.202615499818,1492.5,Gas,NG
7266.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,2572.4332199119954,199.0,Gas,NG
7270.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1995.0,29.0,3044.493263034564,381.6,Gas,NG
7277.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1995.0,29.0,12177.973052138255,1753.6,Gas,NG
7288.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1991.0,33.0,761.123315758641,112.8,Gas,NG
7296.0,Natural Gas Fired Combined Cycle,Combined cycle,2001.0,23.0,3249.079887462027,690.5,Gas,NG
7302.0,Natural Gas Fired Combined Cycle,Combined cycle,2007.0,17.0,10873.34988451737,2266.3,Gas,NG
7307.0,Natural Gas Fired Combined Cycle,Combined cycle,2011.0,13.0,5379.586933234362,183.1,Gas,NG
7314.0,Natural Gas Fired Combined Cycle,Combined cycle,1994.0,30.0,1904.192149970709,170.0,Gas,NG
7315.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2012.0,12.0,4771.144527417423,223.5,Gas,NG
7318.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1991.0,33.0,761.123315758641,45.1,Gas,NG
7325.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1995.0,29.0,1522.246631517282,176.4,Gas,NG
7335.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1992.0,32.0,1522.246631517282,82.8,Gas,NG
7336.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2004.0,20.0,2211.0359007124716,168.7,Gas,NG
7343.0,Conventional Steam Coal,Coal,1979.0,45.0,3293.5881663737555,695.9,Coal,SUB
7348.0,Petroleum Liquids,Combustion turbine - aeroderivative,1995.0,29.0,0.0,183.8,Oil,DFO
7350.0,Natural Gas Fired Combined Cycle,Combined cycle,1995.0,29.0,1904.192149970709,296.0,Gas,NG
7380.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,5612.364947758679,853.3,Gas,NG
7425.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1997.0,27.0,728.433500764359,138.6,Gas,NG
7449.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1996.0,28.0,761.123315758641,50.0,Gas,NG
7456.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1994.0,30.0,1522.246631517282,166.4,Gas,NG
7504.0,Conventional Steam Coal,Coal,1995.0,29.0,3934.0675457122607,130.0,Coal,SUB
7515.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1998.0,26.0,651.5860386165924,115.6,Gas,NG
7527.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1995.0,29.0,2665.31546572935,125.5,Gas,NG
7551.0,Natural Gas Fired Combined Cycle,Combined cycle,1997.0,27.0,3256.554293615951,193.39999999999998,Gas,NG
7552.0,Natural Gas Fired Combined Cycle,Combined cycle,1997.0,27.0,1774.6538545533958,173.9,Gas,NG
7604.0,Natural Gas Fired Combined Cycle,Combined cycle,1999.0,25.0,1671.9576497423654,506.6,Gas,NG
7605.0,Natural Gas Fired Combined Cycle,Combined cycle,1997.0,27.0,887.3269272766979,248.0,Gas,NG
7697.0,Natural Gas Fired Combined Cycle,Combined cycle,1999.0,25.0,1743.2856550580432,122.5,Gas,NG
7698.0,Natural Gas Fired Combined Cycle,Combined cycle,1999.0,25.0,1743.2856550580432,97.0,Gas,NG
7699.0,Natural Gas Fired Combined Cycle,Combined cycle,1997.0,27.0,1774.6538545533958,278.1,Gas,NG
7710.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,7961.522027645801,1995.6999999999998,Gas,NG
7721.0,Natural Gas Fired Combined Cycle,Combined cycle,2000.0,24.0,1732.3809718252346,317.4,Gas,NG
7749.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1999.0,25.0,644.4280679933665,121.2,Gas,NG
7754.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1999.0,25.0,1288.856135986733,315.6,Gas,NG
7757.0,Natural Gas Fired Combined Cycle,Combined cycle,2000.0,24.0,6648.142886309281,1069.6,Gas,NG
7759.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,2516.011649801373,340.0,Gas,NG
7760.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1999.0,25.0,2577.712271973466,188.0,Gas,NG
7763.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,1783.7205353575707,181.5,Gas,NG
7764.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,1235.0528911243623,386.1,Gas,NG
7768.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1999.0,25.0,1288.856135986733,99.6,Gas,NG
7782.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,640.4793793385054,32.0,Gas,NG
7783.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,640.4793793385054,32.0,Gas,NG
7790.0,Conventional Steam Coal,Coal,1986.0,38.0,3293.5881663737555,499.5,Coal,BIT
7805.0,Natural Gas Fired Combined Cycle,Combined cycle,2011.0,13.0,9400.420451560267,2244.8,Gas,NG
7813.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,2561.9175173540216,570.0,Gas,NG
7818.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2016.0,8.0,4583.178385734065,173.0,Gas,NG
7825.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,594.5735117858569,154.8,Gas,NG
7826.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,4500.685391587603,1192.0,Gas,NG
7829.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1999.0,25.0,1288.856135986733,242.0,Gas,NG
7834.0,Natural Gas Fired Combined Cycle,Combined cycle,2001.0,23.0,5646.83961722077,1102.0,Gas,NG
7835.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2003.0,21.0,2763.1355008457053,772.6,Gas,NG
7836.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2004.0,20.0,2066.3678075855687,513.3,Gas,NG
7837.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2003.0,21.0,3453.9193760571316,509.1,Gas,NG
7838.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,2561.9175173540216,705.5,Gas,NG
7839.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,3641.5295502825616,892.5,Gas,NG
7842.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,640.4793793385054,71.0,Gas,NG
7843.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,1778.9106950692985,467.8,Gas,NG
7844.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,594.5735117858569,49.0,Gas,NG
7845.0,Natural Gas Fired Combined Cycle,Combined cycle,2010.0,14.0,11220.919287232371,1625.2000000000003,Gas,NG
7846.0,Natural Gas Fired Combined Cycle,Combined cycle,2005.0,19.0,3118.224140293587,783.1,Gas,NG
7848.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,1769.2910144927537,321.29999999999995,Gas,NG
7863.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,1189.1470235717138,71.0,Gas,NG
7869.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,1179.5273429951692,122.0,Gas,NG
7870.0,Natural Gas Fired Combined Cycle,Combined cycle,1993.0,31.0,3808.384299941418,176.39999999999998,Gas,NG
7872.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,1769.2910144927537,594.0,Gas,NG
7873.0,Natural Gas Fired Combined Cycle,Combined cycle,1967.0,57.0,12099.414207437554,2398.9,Gas,NG
7887.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,3400.577217667382,216.29999999999998,Gas,NG
7897.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,5433.929712460064,1304.0,Gas,NG
7900.0,Natural Gas Fired Combined Cycle,Combined cycle,2004.0,20.0,6089.757630722088,696.4,Gas,NG
7903.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,1179.5273429951692,117.8,Gas,NG
7909.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,1189.1470235717138,94.0,Gas,NG
7910.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,1189.1470235717138,94.0,Gas,NG
7912.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,594.5735117858569,47.0,Gas,NG
7913.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,1189.1470235717138,94.0,Gas,NG
7914.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,1189.1470235717138,94.0,Gas,NG
7915.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,594.5735117858569,47.0,Gas,NG
7916.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,3740.622436413191,726.0,Gas,NG
7917.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,2716.9648562300317,539.7,Gas,NG
7925.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,3567.441070715141,537.8,Gas,NG
