State,Facility ID,Gross Load (MWh),SO2 Mass (short tons),CO2 Mass (short tons),NOx Mass (short tons),Heat Input (mmBtu),Technology,Technology_alt,Operating Year,Age,Total Capital Cost (2024$/kW),Total Nameplate Capacity (MW),Fuel Category,Energy Source,Latitude,Longitude,wind_cf,pvout,Wind Size (MW),Solar Size (MW),NGCC-CCS Size (MW),Wind Capital Cost ($),Solar Capital Cost ($),NGCC-CCS Capital Cost ($),Existing Capital Cost ($),Remaining Capital Cost ($),Fixed O&M - Wind ($/year),Fixed O&M - Solar ($/year),Fixed O&M - NGCC-CCS ($/year),Variable O&M - Wind ($/year),Variable O&M - Solar ($/year),Variable O&M - NGCC-CCS ($/year),Fixed O&M - Existing ($/year),Variable O&M - Existing ($/year),Fuel costs ($/MWh),NGCC-CCS Fuel Cost ($/year),Existing Fuel Cost ($/year),Annualized Capital - Wind ($),Annualized Capital - Solar ($),Annualized Capital - NGCC-CCS ($),Annualized Capital - Existing ($),Old Emissions (tonnes CO2),New Emissions (tonnes CO2),Delta Emissions (tonnes CO2),Net Capital Cost - Wind ($/year),Net Fixed O&M - Wind ($/year),Net Variable O&M - Wind ($/year),Net Fuel Cost - Wind ($/year),Net Capital Cost - Solar ($/year),Net Fixed O&M - Solar ($/year),Net Variable O&M - Solar ($/year),Net Fuel Cost - Solar ($/year),Net Capital Cost - NGCC-CCS ($/year),Net Fixed O&M - NGCC-CCS ($/year),Net Variable O&M - NGCC-CCS ($/year),Net Fuel Cost - NGCC-CCS ($/year),Total Cost - Wind ($/year),Total Cost - Solar ($/year),Total Cost - NGCC-CCS ($/year),MACC - Wind ($/tonne CO2),MACC - Solar ($/tonne CO2),MACC - NGCC-CCS ($/tonne CO2)
CA,56078,1621414.24,3.933,778906.361,44.853,13107192.38,Natural Gas Fired Combined Cycle,Combined cycle,2006.0,18.0,2776.7674418604647,300.6,Gas,NG,37.4878,-120.8956,0.18172865,1780.228,1018.512752631526,910.7901993989424,336.5326359485264,2136839755.0209417,1318824208.7296686,1056712476.8783728,834696293.0232558,1679572935.875609,30188717.987998433,15629159.821685852,10452703.672561228,0.0,0.0,10652691.5568,0.0,0.0,0.0,40428342.66016,0.0,155239082.23093057,95811143.21093324,76769011.20316546,122019145.55950585,706611.9334318767,61116.10314711615,645495.8302847606,33219936.671424717,30188717.987998433,0.0,0.0,-26208002.34857261,15629159.821685852,0.0,0.0,-45250134.35634039,10452703.672561228,10652691.5568,40428342.66016,63408654.65942315,-10578842.52688676,16283603.533180833,89.73617860012588,-14.971219740809328,25.226504601892344
UT,56102,2942204.85,6.347,1257153.059,87.931,21154044.458,Natural Gas Fired Combined Cycle,Combined cycle,2006.0,18.0,2771.631115448906,566.9,Gas,NG,39.82144,-111.89345,0.1748724,1639.607,1920.6469308629673,1794.4572998976078,610.6693337484434,4029517260.9505057,2598374170.2517357,1917501707.9701123,1571237679.3479848,3161638914.799094,56927975.030778356,30792887.266242947,18967389.50622665,0.0,0.0,19330285.8645,0.0,0.0,0.0,73360935.7299,0.0,292740042.83841074,188769055.1126432,139304411.86433503,229689625.6847283,1140470.020682997,110900.77455625737,1029569.2461267397,63050417.15368244,56927975.030778356,0.0,0.0,-40920570.57208508,30792887.266242947,0.0,0.0,-90385213.82039326,18967389.50622665,19330285.8645,73360935.7299,119978392.18446079,-10127683.305842135,21273397.280233398,105.20082949011578,-8.88027139878428,20.662424951273895
MN,56104,2708461.14,5.962,1180407.349,84.177,19862137.45,Natural Gas Fired Combined Cycle,Combined cycle,2006.0,18.0,3060.472110436094,740.8,Gas,NG,44.1988,-94.003,0.35395503,1436.894,873.515113757639,1884.9414494085313,562.1546575342466,1832634708.6635268,2729395218.743553,1765165624.6575341,2267197739.4110584,4562047292.196469,25890987.971776422,32345595.271850396,17460523.663013697,0.0,0.0,17794589.6898,0.0,0.0,0.0,67532770.06476,0.0,133138916.743285,198287591.66785842,128237361.2310191,331427769.94419086,1070847.48678036,102090.25326075574,968757.2335196044,-198288853.20090586,25890987.971776422,0.0,0.0,-133140178.27633244,32345595.271850396,0.0,0.0,-203190408.71317178,17460523.663013697,17794589.6898,67532770.06476,-172397865.22912943,-100794583.00448205,-100402525.29559809,-160.99198752145898,-94.1259929623908,-103.6405425648533
LA,56108,52796.24,0.155,30779.719,22.062,517957.459,Natural Gas Fired Combustion Turbine,Combustion turbine,2005.0,19.0,1285.3921852387844,100.8,Gas,NG,30.2554,-92.0433,0.22467868,1536.242,26.824833617630752,34.367138736329444,10.958123702781236,56278500.92978932,49763616.89020503,34408508.426733084,129567532.27206945,245957859.71914822,795088.0684265755,589740.1007154132,340359.3222083852,0.0,0.0,346871.2968,0.0,0.0,0.0,1316421.4481600001,0.0,4088571.8328408035,3615272.5988811236,2499740.6831982755,17868570.781017847,27922.8901470993,1990.0531092041592,25932.83703789514,-13779998.948177043,795088.0684265755,0.0,0.0,-14253298.182136724,589740.1007154132,0.0,0.0,-15368830.097819572,340359.3222083852,346871.2968,1316421.4481600001,-12984910.879750468,-13663558.08142131,-13365178.030651186,-465.0274671191002,-489.3317994462946,-515.3766250534377
CA,56135,11609.68,0.04,7979.821,0.863,134289.215,Natural Gas Fired Combustion Turbine,Combustion turbine,2006.0,18.0,1291.829457364341,121.0,Gas,NG,37.7315,-121.116,0.16212016,1772.924,8.174837297471715,6.54832374435521,2.4096471564964714,17150808.650095657,9481972.781826345,7566292.07139892,156311364.34108526,314529175.83493316,242302.17749706164,112369.23545313542,74843.6406807804,0.0,0.0,76275.59760000001,0.0,0.0,0.0,289475.7611200001,0.0,1245987.5796035354,688855.0013779389,549682.8830029061,22850202.256269556,7239.1715199387,437.60464345311993,6801.56687648558,-21604214.67666602,242302.17749706164,0.0,0.0,-22161347.254891615,112369.23545313542,0.0,0.0,-22300519.37326665,74843.6406807804,76275.59760000001,289475.7611200001,-21361912.49916896,-22048978.01943848,-21859924.37386587,-2950.8780722120323,-3045.7874853095327,-3213.954191855429
CA,56143,55602.38,0.17,33799.743,2.937,568756.523,Natural Gas Fired Combustion Turbine,Combustion turbine,2006.0,18.0,3976.887313731643,196.0,Gas,NG,33.9636,-117.4528,0.12952936,1843.782,49.002820998840804,30.156699940718717,11.54055209630552,102807918.45556802,43666901.5141607,36237333.58239933,779469913.491402,1568446609.8293617,1452443.6144056416,517488.9709827332,358449.54811124946,0.0,0.0,365307.6366,0.0,0.0,0.0,1386389.74292,0.0,7468883.3683545515,3172352.863146869,2632602.8400630443,113945938.9343579,30662.6097135321,2095.8251799399195,28566.78453359218,-106477055.56600335,1452443.6144056416,0.0,0.0,-110773586.07121103,517488.9709827332,0.0,0.0,-111313336.09429485,358449.54811124946,365307.6366,1386389.74292,-105024611.9515977,-110256097.1002283,-109203189.1666636,-3425.1687293677414,-3595.7832073102963,-3822.732972912988
GA,56150,9237842.97,19.346,3830974.495,191.149,64455936.63,Natural Gas Fired Combined Cycle,Combined cycle,2005.0,19.0,5538.125904486252,1376.6000000000001,Gas,NG,32.3478,-81.1817,0.16071606,1570.575,6561.561352012821,5881.822426307792,1917.3605168119552,13766155716.522898,8516878873.293683,6020512022.789539,7623784120.115775,14472218404.276289,194484678.47366,100932072.83544171,59553217.65217933,0.0,0.0,60692628.31290001,0.0,0.0,0.0,230336376.61398005,0.0,1000096228.2078794,618741979.4373658,437383645.06840235,1051390913.9169004,3475401.4479542263,348202.7910470194,3127198.656907207,-51294685.70902097,194484678.47366,0.0,0.0,-432648934.4795346,100932072.83544171,0.0,0.0,-614007268.8484981,59553217.65217933,60692628.31290001,230336376.61398005,143189992.76463902,-331716861.6440929,-263425046.26943868,41.20099358562647,-95.4470631988014,-84.23674833947567
MO,56151,179690.45,0.704,139585.213,62.384,2348808.827,Natural Gas Fired Combustion Turbine,Combustion turbine,2005.0,19.0,1928.0882778581765,351.0,Gas,NG,38.6803,-94.4824,0.44739938,1530.763,45.84854090971356,117.3862035516718,37.295651722706516,96190238.82857905,169975222.74282077,117108346.40929846,676758985.5282199,1284690606.5687654,1358950.75256391,2014347.252946688,1158402.9425072644,0.0,0.0,1180566.2565000001,0.0,0.0,0.0,4480401.680300001,0.0,6988116.146863942,12348514.912544245,8507793.893034913,93331374.1687093,126629.56957984109,6773.0872258478,119856.48235399328,-86343258.02184536,1358950.75256391,0.0,0.0,-80982859.25616504,2014347.252946688,0.0,0.0,-84823580.27567437,1158402.9425072644,1180566.2565000001,4480401.680300001,-84984307.26928145,-78968512.00321835,-78004209.3963671,-671.1252952312853,-623.6182612421185,-650.813438408642
MN,56164,1096536.37,2.174,430593.137,46.755,7245578.86,Natural Gas Fired Combined Cycle,Combined cycle,2005.0,19.0,1847.1521819000914,334.5,Gas,NG,44.3356,-93.290556,0.42971477,1451.138,291.29878069949126,755.6389645585588,227.59160855126612,611144841.9075327,1094165220.680793,714637650.8509756,617872404.8455806,1172906295.3536084,8634095.859932922,12966764.631824868,7068995.361602325,0.0,0.0,7204243.950900001,0.0,0.0,0.0,27341037.84958,0.0,44399007.527339235,79489912.27272691,51917647.44412779,85210365.63726346,390627.50581140385,41331.837503465074,349295.6683079388,-40811358.10992423,8634095.859932922,0.0,0.0,-5720453.364536554,12966764.631824868,0.0,0.0,-33292718.19313567,7068995.361602325,7204243.950900001,27341037.84958,-32177262.249991305,7246311.267288314,8321558.968946654,-82.37326294561188,18.550437845477415,23.82382526888474
WI,56166,553522.09,1.851,366667.118,94.629,6169843.617,Natural Gas Fired Combustion Turbine,Combustion turbine,2005.0,19.0,1285.3921852387844,346.8,Gas,NG,43.751826,-87.878056,0.4043276,1439.085,156.2778675599142,384.6347540449626,114.88627853881277,327870966.1407,556951123.8571059,360742914.61187214,445774009.8408104,846212160.2242124,4632075.994475856,6600332.379411559,3568367.8114155247,0.0,0.0,3636640.1313,0.0,0.0,0.0,13801519.792059999,0.0,23819468.799311977,40461892.9013772,26207580.074299555,61476392.329930454,332634.7994426946,20863.954634225553,311770.844808469,-37656923.530618474,4632075.994475856,0.0,0.0,-21014499.428553253,6600332.379411559,0.0,0.0,-35268812.255630895,3568367.8114155247,3636640.1313,13801519.792059999,-33024847.536142617,-14414167.049141694,-14262284.520855375,-99.2825993897011,-43.3333105053698,-45.74604956925065
UT,56177,854366.0,1.915,379292.626,120.412,6382297.549,Natural Gas Fired Combined Cycle,Combined cycle,2004.0,20.0,1804.1383903792785,140.0,Gas,NG,40.0614,-111.7294,0.10383488,1604.909,939.2832481400619,532.3454285119926,177.32793690327938,1970616254.59785,770836180.4853654,556809721.8762972,252579374.653099,452331191.291737,27840355.474871438,9135047.553265795,5507805.720215858,0.0,0.0,5613184.62,0.0,0.0,0.0,21302761.843999997,0.0,143163125.86112756,56000409.44940736,40451620.20138892,32861368.680341017,344088.4671300222,32203.689404743996,311884.77772527817,110301757.18078654,27840355.474871438,0.0,0.0,23139040.769066345,9135047.553265795,0.0,0.0,7590251.521047901,5507805.720215858,5613184.62,21302761.843999997,138142112.65565798,32274088.32233214,40014003.705263756,401.472661399772,93.79590252333739,128.2973923803035
NY,56188,86464.14,0.199,39506.929,2.815,664769.476,Natural Gas Fired Combined Cycle,Combined cycle,2005.0,19.0,1846.041968162084,82.0,Gas,NG,40.736611,-73.388424,0.2818188,1487.298,35.023695027921974,58.13504861356482,17.94606475716065,73479712.16858031,84179550.39244185,56350643.33748444,151375441.38929087,287355782.15667963,1038102.3206276073,997597.4342087723,557404.7713574098,0.0,0.0,568069.3998,0.0,0.0,0.0,2155896.86676,0.0,5338221.105649335,6115552.705732477,4093812.9002321255,20876084.784053907,35840.081532786295,3259.1000920077595,32580.981440778534,-15537863.678404571,1038102.3206276073,0.0,0.0,-14760532.07832143,997597.4342087723,0.0,0.0,-16782271.88382178,557404.7713574098,568069.3998,2155896.86676,-14499761.357776964,-13762934.644112658,-13500900.84590437,-404.56831395633594,-384.0095796523902,-414.3798083690189
NY,56196,3495457.26,7.163,1413437.305,76.925,23754589.043,Natural Gas Fired Combined Cycle,Combined cycle,2005.0,19.0,2769.062952243126,528.0,Gas,NG,40.7889,-73.9069,0.29636303,1453.33,1346.4054619246758,2405.136731296048,725.4996388542963,2824758659.11797,3482637986.9166775,2278068866.0024905,1462065238.7843704,2775436334.976711,39907457.891447395,41272146.30904018,22534018.782814443,0.0,0.0,22965154.1982,0.0,0.0,0.0,87155731.32083999,0.0,205215641.80700582,253009858.8633859,165499223.41444716,201632428.64598408,1282248.6975052333,131754.56411958978,1150494.1333856436,3583213.1610217392,39907457.891447395,0.0,0.0,51377430.2174018,41272146.30904018,0.0,0.0,-36133205.231536925,22534018.782814443,22965154.1982,87155731.32083999,43490671.052469134,92649576.52644199,96521699.0703175,33.91750066666894,72.2555434891084,83.89586375923189
NV,56224,1186632.75,121.648,1190832.715,263.101,11362175.718,Conventional Steam Coal,Coal,2008.0,16.0,2236.6896665566196,242.0,Coal,SUB,40.7461,-116.5297,0.10474836,1733.842,1293.1978919357316,684.3949575158019,246.29156288916562,2713129177.2811646,991003898.4828812,773355507.4719801,541278899.306702,1223779604.6089244,38330385.51697508,11744217.47097116,7649815.943337484,0.0,0.0,7796177.1675,0.0,0.0,0.0,29587500.9885,0.0,197105881.46136394,71995354.50717457,56183435.81267242,88906256.17855872,1080305.2193074606,44727.84792290099,1035577.3713845595,108199625.28280522,38330385.51697508,0.0,0.0,-16910901.671384156,11744217.47097116,0.0,0.0,-32722820.3658863,7649815.943337484,7796177.1675,29587500.9885,146530010.7997803,-5166684.200412996,12310673.733451184,135.63760331891638,-4.782615235095453,11.887739220288196
OR,56227,3137089.68,5.496,1255485.04,86.188,21125974.62,Natural Gas Fired Combined Cycle,Combined cycle,2007.0,17.0,1848.2623956380985,483.0,Gas,NG,46.17894,-123.172039,0.1132143,1200.212,3163.162798455113,2613.779553576196,651.1186550435866,6636315551.158826,3784752793.578332,2044512576.836862,892710737.0932016,1904087959.2815742,93756145.34620954,44852457.13936753,20223745.4256538,0.0,0.0,20610679.197600003,0.0,0.0,0.0,78220194.08112,0.0,482121101.09616137,274958170.7123811,148531613.23490953,138329917.6231117,1138956.819366888,118246.5848237731,1020710.2345431148,343791183.47304964,93756145.34620954,0.0,0.0,136628253.08926943,44852457.13936753,0.0,0.0,10201695.61179784,20223745.4256538,20610679.197600003,78220194.08112,437547328.81925917,181480710.22863695,129256314.31617165,384.1649844657664,159.33941229617173,126.63370067414746
CA,56232,23736.44,0.071,14084.657,2.351,237006.346,Natural Gas Fired Combustion Turbine,Combustion turbine,2005.0,19.0,1610.1911977389555,106.0,Gas,NG,32.8769,-117.166389,0.038448773,1799.587,70.47401203501322,13.189937204153216,4.926616853466168,147854477.24945775,19099029.071613856,15469576.919883769,170680266.9603293,324002104.7070987,2088849.716717792,226339.3224232692,153020.71946865917,0.0,0.0,155948.4108,0.0,0.0,0.0,591844.39496,0.0,10741466.831103055,1387523.6725695136,1123847.9244411131,23538400.227455024,12777.3853351479,894.6996267809596,11882.68570836694,-12796933.396351969,2088849.716717792,0.0,0.0,-22150876.55488551,226339.3224232692,0.0,0.0,-22414552.30301391,153020.71946865917,155948.4108,591844.39496,-10708083.679634176,-21924537.232462242,-21513738.77778525,-838.049679082503,-1715.886048466618,-1810.5114707053817
NY,56234,2557228.07,4.994,989177.535,56.511,16644721.095,Natural Gas Fired Combined Cycle,Combined cycle,2009.0,15.0,2781.169314716739,348.9,Gas,NG,40.8142,-72.9403,0.27921006,1488.394,1045.5246934712138,1718.1122714649907,530.7654773765047,2193510806.9026065,2487826569.0813065,1666603598.9622247,970349973.9046701,2325500180.135309,30989351.914486777,29482806.57833924,16485575.727314236,0.0,0.0,16800988.4199,0.0,0.0,0.0,63761924.69738,0.0,159356172.4631295,180737892.21977565,121076937.3500008,168945056.75673893,897366.7253357145,96389.81244966786,800976.9128860467,-9588884.29360944,30989351.914486777,0.0,0.0,11792835.463036716,29482806.57833924,0.0,0.0,-47868119.40673813,16485575.727314236,16800988.4199,63761924.69738,21400467.620877337,41275642.04137596,49180369.4378561,23.848073498458717,45.99640356169246,61.400483143329865
UT,56237,6630478.42,13.885,2750317.317,150.344,46279353.482,Natural Gas Fired Combined Cycle,Combined cycle,2014.0,10.0,6351.207479527591,1246.5,Gas,NG,40.331667,-111.754167,0.08988869,1619.884,8420.457868029023,4093.1809216546385,1376.1889622249896,17666120607.12489,5926925974.555917,4321233341.386468,7916780123.231143,25390186358.924202,249582371.20838022,70238984.6155936,42744429.16670818,0.0,0.0,43562243.2194,0.0,0.0,0.0,165324348.92428002,0.0,1283424432.3595152,430584720.5335746,313932898.54622644,1844569401.5052884,2495045.7901274497,249923.1800452472,2245122.6100822026,-561144969.1457732,249582371.20838022,0.0,0.0,-1413984680.9717138,70238984.6155936,0.0,0.0,-1530636502.9590619,42744429.16670818,43562243.2194,165324348.92428002,-311562597.93739295,-1343745696.35612,-1279005481.6486738,-124.87249699793205,-538.5655452389433,-569.68179639946
SD,56238,213777.21,0.497,98464.041,77.925,1656858.53,Natural Gas Fired Combustion Turbine,Combustion turbine,2006.0,18.0,1388.3584394778127,216.4,Gas,NG,45.3735,-98.098689,0.42578378,1521.632,57.31498448014931,140.49206108938887,44.37052926525529,120246837.43935327,203432504.4574351,139323461.89290163,300440766.30299866,604545849.9504633,1698816.1399916257,2410843.768293913,1378148.6389788294,0.0,0.0,1404516.2697,0.0,0.0,0.0,5330320.95414,0.0,8735801.850089671,14779150.010526836,10121697.851544375,43919597.94472657,89325.0714953727,8057.922333815638,81267.14916155706,-35183796.0946369,1698816.1399916257,0.0,0.0,-29140447.934199736,2410843.768293913,0.0,0.0,-33797900.0931822,1378148.6389788294,1404516.2697,5330320.95414,-33484979.954645276,-26729604.165905822,-25684914.23036337,-374.8665340433553,-299.2396615914323,-316.0553125753483
CA,56239,10424.5,0.034,6639.156,1.215,111732.795,Natural Gas Fired Combustion Turbine,Combustion turbine,2005.0,19.0,1285.3921852387844,121.0,Gas,NG,36.68957,-119.73989,0.10035999,1785.707,11.857428719184623,5.837743715833845,2.163657119136571,24876885.45284934,8453052.900527408,6793883.354088834,155532454.4138929,295247033.98826325,351454.1872366322,100175.68216370879,67203.1901203819,0.0,0.0,68488.965,0.0,0.0,0.0,259924.483,0.0,1807278.6494120946,614105.0919911026,493568.23046490474,21449375.639912296,6022.9407441132,392.93155415799987,5630.0091899552,-19642096.9905002,351454.1872366322,0.0,0.0,-20835270.547921192,100175.68216370879,0.0,0.0,-20955807.40944739,67203.1901203819,68488.965,259924.483,-19290642.803263567,-20735094.865757484,-20560190.77132701,-3202.8611309381004,-3442.686180504746,-3651.8929326100474
MN,56241,700260.11,2.405,470195.4,135.919,7969164.9,Natural Gas Fired Combustion Turbine,Combustion turbine,2008.0,16.0,1484.8874215912842,346.8,Gas,NG,44.536688,-92.915528,0.3981882,1422.649,200.75524094244042,492.22266802730417,145.3424885844749,421184495.49724,712738423.3035364,456375414.15525115,514958957.8078574,1164272744.7589614,5950385.341533935,8446540.98334854,4514337.69543379,0.0,0.0,4600708.9227,0.0,0.0,0.0,17460285.58274,0.0,30598595.134359177,51779670.63013442,33155177.069198478,84583147.58426811,426554.07289038,26394.96314807923,400159.10974230076,-53984552.44990893,5950385.341533935,0.0,0.0,-32803476.95413369,8446540.98334854,0.0,0.0,-51427970.51506963,4514337.69543379,4600708.9227,17460285.58274,-48034167.10837499,-24356935.97078515,-24852638.31419584,-112.60979594659568,-57.1016373275719,-62.106891256832164
NC,56249,96655.74,0.308,58240.938,53.902,965185.614,Natural Gas Fired Combustion Turbine,Combustion turbine,2007.0,17.0,3863.9631964559553,343.8,Gas,NG,34.968651,-79.921738,0.23635478,1548.66,46.683039380178634,62.412497169656575,20.061382316313825,97941016.61961478,90373295.90166272,62992740.473225415,1328430546.9415574,2833447055.212436,1383685.2872284946,1070998.4514313068,623106.5347447074,0.0,0.0,635028.2118,0.0,0.0,0.0,2410014.22116,0.0,7115308.247643637,6565521.575023741,4576354.027154868,205846844.32586318,52835.2878672486,3643.2529269021593,49192.034940346435,-198731536.07821953,1383685.2872284946,0.0,0.0,-199281322.75083944,1070998.4514313068,0.0,0.0,-201270490.29870832,623106.5347447074,635028.2118,2410014.22116,-197347850.79099104,-198210324.29940814,-197602341.3310036,-3735.1523717792124,-3751.476187608211,-4016.958061820973
UT,56253,125593.21,0.356,72106.949,22.059,1218039.792,Natural Gas Fired Combustion Turbine,Combustion turbine,2006.0,18.0,1599.5773252818612,80.0,Gas,NG,37.112092,-113.516581,0.055959687,1839.764,256.20451953166196,68.26593378282644,26.06749896222499,537517081.9774268,98849072.11753269,81851946.74138647,127966186.02254891,257493108.02882478,7593901.958918461,1171443.4237133018,809656.5177667083,0.0,0.0,825147.3897,0.0,0.0,0.0,3131541.0981400004,0.0,39050030.91296653,7181277.491139925,5946454.834103044,18706594.014483254,65414.32089648029,4733.99541435964,60680.32548212065,20343436.898483273,7593901.958918461,0.0,0.0,-11525316.523343328,1171443.4237133018,0.0,0.0,-12760139.18038021,809656.5177667083,825147.3897,3131541.0981400004,27937338.857401732,-10353873.099630026,-7993794.174773502,427.0829150945896,-158.28144292769278,-131.73617826306582
NY,56259,3131584.43,6.788,1342735.494,74.919,22584702.908,Natural Gas Fired Combined Cycle,Combined cycle,2010.0,14.0,4105.276506955178,653.7,Gas,NG,42.625239,-73.750021,0.27181134,1372.975,1315.2019353190226,2280.875096549775,649.9760128684102,2759293660.2993093,3302707139.8040743,2040924680.4068081,2683619252.5966,6817336689.38868,38982585.36285583,39139816.65679414,20188254.95969282,0.0,0.0,20574509.705100004,0.0,0.0,0.0,78082926.17762001,0.0,200459680.9021329,239938078.67717317,148270956.4647271,495272089.7452497,1218109.0963037417,118039.0749730821,1100070.0213306595,-294812408.84311676,38982585.36285583,0.0,0.0,-255334011.06807652,39139816.65679414,0.0,0.0,-347001133.2805226,20188254.95969282,20574509.705100004,78082926.17762001,-255829823.48026094,-216194194.4112824,-228155442.43810976,-210.02209429069765,-177.48344139889196,-207.40083632324593
