State,Facility ID,Gross Load (MWh),SO2 Mass (short tons),CO2 Mass (short tons),NOx Mass (short tons),Heat Input (mmBtu),Technology,Technology_alt,Operating Year,Age,Total Capital Cost (2024$/kW),Total Nameplate Capacity (MW),Fuel Category,Energy Source,Latitude,Longitude,wind_cf,pvout,Wind Size (MW),Solar Size (MW),NGCC-CCS Size (MW),Wind Capital Cost ($),Solar Capital Cost ($),NGCC-CCS Capital Cost ($),Existing Capital Cost ($),Remaining Capital Cost ($),Fixed O&M - Wind ($/year),Fixed O&M - Solar ($/year),Fixed O&M - NGCC-CCS ($/year),Variable O&M - Wind ($/year),Variable O&M - Solar ($/year),Variable O&M - NGCC-CCS ($/year),Fixed O&M - Existing ($/year),Variable O&M - Existing ($/year),Fuel costs ($/MWh),NGCC-CCS Fuel Cost ($/year),Existing Fuel Cost ($/year),Annualized Capital - Wind ($),Annualized Capital - Solar ($),Annualized Capital - NGCC-CCS ($),Annualized Capital - Existing ($),Old Emissions (tonnes CO2),New Emissions (tonnes CO2),Delta Emissions (tonnes CO2),Net Capital Cost - Wind ($/year),Net Fixed O&M - Wind ($/year),Net Variable O&M - Wind ($/year),Net Fuel Cost - Wind ($/year),Net Capital Cost - Solar ($/year),Net Fixed O&M - Solar ($/year),Net Variable O&M - Solar ($/year),Net Fuel Cost - Solar ($/year),Net Capital Cost - NGCC-CCS ($/year),Net Fixed O&M - NGCC-CCS ($/year),Net Variable O&M - NGCC-CCS ($/year),Net Fuel Cost - NGCC-CCS ($/year),Total Cost - Wind ($/year),Total Cost - Solar ($/year),Total Cost - NGCC-CCS ($/year),MACC - Wind ($/tonne CO2),MACC - Solar ($/tonne CO2),MACC - NGCC-CCS ($/tonne CO2)
TX,55097,5758223.22,12.102,2397302.626,613.125,40339012.0,Natural Gas Fired Combined Cycle,Combined cycle,2000.0,24.0,5197.142915475703,1112.6,Gas,NG,33.6308,-95.59,0.43086788,1550.852,1525.5985777654046,3712.9416807356088,1195.1480323785802,3200705816.1518188,5376339553.705161,3752764821.6687417,5782341207.758267,8202361516.790546,45218741.84496659,63714079.24142304,37121297.8856787,0.0,0.0,37831526.5554,0.0,0.0,0.0,143575537.76748,0.0,232527793.5432928,390585216.37756616,272634279.3723752,595892635.8426858,2174796.263577022,217045.19152221043,1957751.0720548118,-363364842.29939306,45218741.84496659,0.0,0.0,-205307419.46511966,63714079.24142304,0.0,0.0,-323258356.4703106,37121297.8856787,37831526.5554,143575537.76748,-318146100.45442647,-141593340.22369662,-104729994.26175192,-146.28777223074306,-65.10648495910567,-53.495051417251766
TX,55098,1432354.71,2.979,590168.925,96.388,9930696.635,Natural Gas Fired Combined Cycle,Combined cycle,2000.0,24.0,2609.4761409706607,529.0,Gas,NG,26.208,-98.3992,0.31250048,1570.575,523.2338039727216,911.993858638365,297.2923848069738,1097744520.73477,1320567107.3083527,933498088.2938977,1380412878.5734797,1958142051.0608025,15508649.949751468,15649814.614234345,9233901.472104605,0.0,0.0,9410570.4447,0.0,0.0,0.0,35714332.33914,0.0,79749944.5255446,95937762.8955122,67817619.99259165,142256888.55245572,535392.2191754475,53989.86640182561,481402.35277362185,-62506944.026911125,15508649.949751468,0.0,0.0,-46319125.65694353,15649814.614234345,0.0,0.0,-74439268.55986407,9233901.472104605,9410570.4447,35714332.33914,-46998294.07715966,-30669311.042709187,-20080464.303919464,-87.78292323624218,-57.283819122255274,-41.71243490652869
ME,55100,413879.53,0.888,175962.497,24.175,2960892.075,Natural Gas Fired Combined Cycle,Combined cycle,2000.0,24.0,1732.3809718252346,274.5,Gas,NG,44.5303,-70.5219,0.19833434,1382.836,238.21654799357518,299.2976116985295,85.90276670817768,499778317.6905207,433382941.7394707,269734687.4636779,475538576.7660269,674560559.7576264,7060738.482529568,5135947.016746767,2668139.9339559986,0.0,0.0,2719188.5121000004,0.0,0.0,0.0,10319672.201020002,0.0,36308350.766543336,31484798.975727092,19595931.435344283,49006090.4005085,159630.4850521959,15600.39589017052,144030.08916202537,-12697739.633965164,7060738.482529568,0.0,0.0,-17521291.42478141,5135947.016746767,0.0,0.0,-29410158.965164218,2668139.9339559986,2719188.5121000004,10319672.201020002,-5637001.151435597,-12385344.408034641,-13703158.318088219,-35.312811018474406,-77.58758863624881,-95.14094171442866
MI,55101,188487.02,0.694,137561.454,51.978,2314728.394,Natural Gas Fired Combustion Turbine,Combustion turbine,1999.0,25.0,644.4280679933665,77.4,Gas,NG,42.281345,-85.494956,0.31710693,1321.84,67.85339960684124,142.5944326649467,39.12142382731424,142356432.37515292,206476738.49884284,122841270.81776671,49878732.462686576,66748995.55983463,2011174.7643467744,2446920.4645304857,1215111.4240763802,0.0,0.0,1238359.7214,0.0,0.0,0.0,4699735.35668,0.0,10342039.855661375,15000310.299956055,8924284.610964853,4849241.87047598,124793.64637855379,7104.657077769677,117688.98930078412,5492797.985185395,2011174.7643467744,0.0,0.0,10151068.429480076,2446920.4645304857,0.0,0.0,4075042.740488873,1215111.4240763802,1238359.7214,4699735.35668,7503972.74953217,12597988.894010562,11228249.242645252,60.131048072506296,100.95056326662132,95.40611495905202
MI,55102,9592.35,0.047,9293.033,22.207,156365.441,Natural Gas Fired Combustion Turbine,Combustion turbine,1999.0,25.0,2577.712271973466,170.1,Gas,NG,45.030397,-84.730795,0.39944682,1299.56,2.7413340068592196,7.381228698564231,1.9909402241594023,5751318.746390643,10688019.155521005,6251552.303860523,438468857.4626866,586770240.037616,81253.13996330727,126661.8844673622,61838.60336239103,0.0,0.0,63021.7395,0.0,0.0,0.0,239175.65490000002,0.0,417827.04655758303,776472.9576333746,454168.4699985638,42628219.23348652,8430.497354195099,361.5652543073999,8068.932099887698,-42210392.186928935,81253.13996330727,0.0,0.0,-41851746.27585314,126661.8844673622,0.0,0.0,-42174050.76348796,61838.60336239103,63021.7395,239175.65490000002,-42129139.04696563,-41725084.39138578,-41810014.76572557,-4997.230563864866,-4949.302827385737,-5181.60448596506
OR,55103,2986868.27,6.332,1254245.715,60.776,21105156.698,Natural Gas Fired Combined Cycle,Combined cycle,2001.0,23.0,2400.944466640032,501.5,Gas,NG,42.173889,-121.810556,0.15835859,1675.767,2153.1305090373944,1782.3887971539386,619.9394499792445,4517267807.960454,2580898978.278903,1946609872.9348278,1204073650.019976,1810481574.2242093,63818788.28786837,30585791.759161588,19255319.316355333,0.0,0.0,19623724.5339,0.0,0.0,0.0,74474573.44418,0.0,328174589.1573586,187499501.4377373,141419088.36449435,131529515.64017591,1137832.5226885604,112584.27659804464,1025248.2460905157,196645073.51718268,63818788.28786837,0.0,0.0,55969985.79756138,30585791.759161588,0.0,0.0,9889572.724318445,19255319.316355333,19623724.5339,74474573.44418,260463861.80505106,86555777.55672297,123243190.01875377,228.91230177672062,76.07075367489246,120.20814518698825
RI,55107,3680824.15,7.571,1499640.555,72.197,25234265.421,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,2382.791304347826,596.0,Gas,NG,41.8017,-71.5186,0.33041957,1459.174,1271.6723120242455,2522.5396530052612,763.9734640929846,2667968510.6268673,3652637417.5516186,2398876677.2519717,1420143617.3913043,2263493170.1363955,37692367.32839864,43286780.44557029,23729015.7947281,0.0,0.0,24183014.6655,0.0,0.0,0.0,91777669.35610001,0.0,193825008.18676436,265360132.45294213,174275779.40121704,164440314.97556534,1360450.9669955084,138741.61387517856,1221709.3531203298,29384693.211199015,37692367.32839864,0.0,0.0,100919817.47737679,43286780.44557029,0.0,0.0,9835464.4256517,23729015.7947281,24183014.6655,91777669.35610001,67077060.53959765,144206597.92294708,149525164.2419798,49.30501882602514,105.9991145740596,122.39012811032529
IL,55109,18609.07,0.066,13144.639,9.423,221184.094,Natural Gas Fired Combustion Turbine,Combustion turbine,1999.0,25.0,2573.763583318605,415.5,Gas,NG,42.0931,-88.2397,0.35160425,1418.631,6.041801441324272,13.117625544199614,3.8624055624740556,12675699.423898323,18994321.78800104,12127953.466168536,1069398768.8688804,1431096785.1542866,179078.99472085142,225098.45433846538,119966.31677044417,0.0,0.0,122261.5899,0.0,0.0,0.0,463998.55137999996,0.0,920875.7655212316,1379916.8023899628,881082.6179190892,103967623.67836487,11924.615387823298,701.4332386718796,11223.182149151418,-103046747.91284364,179078.99472085142,0.0,0.0,-102587706.87597491,225098.45433846538,0.0,0.0,-103086541.06044579,119966.31677044417,122261.5899,463998.55137999996,-102867668.9181228,-102362608.42163645,-102380314.60239534,-8626.497842703178,-8584.14339519604,-9122.218034226264
OH,55110,958516.29,3.528,698716.741,192.202,11757359.884,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,5123.835034708043,692.0,Gas,NG,39.4522,-84.4647,0.29208997,1405.117,374.6094853626766,682.1612211922835,198.94485056039852,785930700.2908956,987769448.2864265,624686830.7596513,3545693844.017966,5029634483.94793,11103425.146149736,11705886.555659587,6179227.058405978,0.0,0.0,6297452.025300001,0.0,0.0,0.0,23899645.17486,0.0,57097009.88274409,71760375.22113337,45382818.276856005,365397470.4516224,633865.1370690627,36129.435034338356,597735.7020347243,-308300460.56887835,11103425.146149736,0.0,0.0,-293637095.2304891,11705886.555659587,0.0,0.0,-320014652.1747664,6179227.058405978,6297452.025300001,23899645.17486,-297197035.4227286,-281931208.6748295,-283638327.9162004,-468.8647758684787,-444.78106175464217,-474.5213092520329
IN,55111,576508.6,2.194,435142.62,116.28,7322085.035,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,5123.835034708043,692.0,Gas,NG,39.922328,-87.446358,0.33265045,1422.284,197.8397480256485,405.33998599819023,119.65724366957244,415067791.35781056,586932299.7253795,375723745.12245744,3545693844.017966,5029634483.94793,5863970.131480222,6955634.159728944,3716553.9883769196,0.0,0.0,3787661.502,0.0,0.0,0.0,14374665.4324,0.0,30154223.23672296,42639992.69339895,27295921.10411047,365397470.4516224,394754.727181914,21730.38708652239,373024.34009539156,-335243247.2148995,5863970.131480222,0.0,0.0,-322757477.7582235,6955634.159728944,0.0,0.0,-338101549.34751195,3716553.9883769196,3787661.502,14374665.4324,-329379277.08341926,-315801843.5984945,-316222668.42473507,-834.3896966980009,-799.9950902499623,-847.726634524356
CA,55112,2322533.94,4.677,926475.71,63.752,15589742.965,Natural Gas Fired Combined Cycle,Combined cycle,2001.0,23.0,2400.944466640032,636.0,Gas,NG,39.053139,-121.695873,0.19900465,1729.824,1332.2776175824642,1342.6417797940794,482.05353673723533,2795118441.68801,1944145297.141827,1513648105.354919,1527000680.78306,2296044429.1258163,39488708.585144244,23039732.941266403,14972582.851058528,0.0,0.0,15259047.9858,0.0,0.0,0.0,57910061.259959996,0.0,203062312.27439094,141240039.61584812,109964887.23300716,166805128.5087774,840484.589033637,87543.46689327095,752941.122140366,36257183.765613526,39488708.585144244,0.0,0.0,-25565088.892929286,23039732.941266403,0.0,0.0,-56840241.27577025,14972582.851058528,15259047.9858,57910061.259959996,75745892.35075778,-2525355.951662883,31301450.821048275,90.12169091386679,-3.004642779430922,41.5722423714466
NC,55116,791623.36,2.535,502300.265,201.869,8446397.362,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,3202.3968966925268,977.5,Gas,NG,36.3297,-79.8297,0.28915063,1537.337,312.5290272291032,514.9315611307569,164.3053881278539,655685899.1266586,745620900.517336,515918918.72146124,3130342966.516945,4440451325.920431,9263360.367070619,8836225.589003788,5103325.355251142,0.0,0.0,5200965.4752,0.0,0.0,0.0,19738336.85824,0.0,47634866.85092464,54168546.80681324,37480947.8622363,322593955.3526562,455679.1152139455,29838.725804842226,425840.38940910326,-274959088.5017315,9263360.367070619,0.0,0.0,-268425408.54584295,8836225.589003788,0.0,0.0,-285113007.49041986,5103325.355251142,5200965.4752,19738336.85824,-265695728.1346609,-259589182.95683914,-255070379.80172873,-583.0763782314542,-569.6754015925432,-598.9811820237736
LA,55117,2168028.74,6.483,1284237.049,661.014,21609793.691,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,2382.791304347826,493.0,Gas,NG,30.221,-93.2826,0.29230842,1514.692,846.6805671344289,1431.3330474034556,449.98520963055216,1776335829.8480318,2072570252.6402035,1412953558.2399337,1174716113.0434783,1872319014.8947031,25095612.00986447,24561675.093443297,13976540.61112495,0.0,0.0,14243948.821800003,0.0,0.0,0.0,54057628.60316001,0.0,129048864.47922921,150569972.84096292,102649537.9921202,136021938.39421767,1165040.2020259504,81719.68941123415,1083320.5126147163,-6973073.914988458,25095612.00986447,0.0,0.0,14548034.446745247,24561675.093443297,0.0,0.0,-33372400.402097464,13976540.61112495,14243948.821800003,54057628.60316001,18122538.094876014,39109709.54018854,48905717.633987494,15.55528990618673,33.5694077098615,45.14427361478462
TX,55120,2679544.83,6.261,1354983.052,171.342,20871867.956,,,,,,,,,,,0.35,1300.0,873.9546086105676,2061.188330769231,556.1529327521794,1833556768.8649707,2984600702.9538465,1746320208.8418431,,0.0,25904014.59921722,35369991.756000005,17274110.091282688,0.0,0.0,17604609.5331,,0.0,0.0,66811770.79122001,0.0,133205903.4132482,216827992.30202666,126868262.28543182,0.0,1229219.8935337043,101000.3083589557,1128219.5851747487,133205903.4132482,,0.0,0.0,216827992.30202666,,0.0,0.0,126868262.28543182,,17604609.5331,66811770.79122001,,,,,,
TX,55123,3164158.65,6.316,1251152.483,179.822,21052876.432,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,2382.791304347826,801.0,Gas,NG,26.3403,-98.19,0.3046059,1553.408,1185.8119921475281,2036.9141484692411,656.7369551681195,2487833559.525514,2949451686.983461,2062154039.2278953,1908615834.7826087,3042043673.2873373,35147467.447252735,34953446.78773218,20398249.82752179,0.0,0.0,20788522.3305,0.0,0.0,0.0,78895131.7791,0.0,180738400.06793818,214274454.55183187,149813246.2747107,221001161.56950986,1135026.38994461,119266.89778377656,1015759.4921608334,-40262761.501571685,35147467.447252735,0.0,0.0,-6726707.017677993,34953446.78773218,0.0,0.0,-71187915.29479915,20398249.82752179,20788522.3305,78895131.7791,-5115294.05431895,28226739.770054184,48893988.64232264,-4.506762221245428,24.868796021061385,48.13539919603415
AZ,55124,3774421.06,7.978,1580277.363,118.527,26591380.55,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,2382.791304347826,655.0,Gas,NG,35.054029,-114.133272,0.23961283,1909.527,1798.1925362539835,1976.6262034508427,783.3999709422998,3772607941.0608573,2862154742.5968204,2459875908.7588215,1560728304.3478262,2487563802.7505693,53298426.774568066,33918905.65121646,24332403.097467832,0.0,0.0,24797946.3642,0.0,0.0,0.0,94111414.71004,0.0,274075860.3967795,207932426.56573525,178707307.17191908,180718802.53187135,1433603.445469946,142269.57006594902,1291333.8754039968,93357057.86490813,53298426.774568066,0.0,0.0,27213624.033863902,33918905.65121646,0.0,0.0,-2011495.359952271,24332403.097467832,24797946.3642,94111414.71004,146655484.63947618,61132529.685080364,141230268.81175557,102.29850179482612,42.642566100307235,109.36774098609575
CT,55126,3651788.75,7.927,1570267.285,93.868,26422842.729,Natural Gas Fired Combined Cycle,Combined cycle,2004.0,20.0,1804.1383903792785,578.0,Gas,NG,41.224355,-73.099728,0.273289,1472.323,1525.384814872641,2480.2905034047,757.9470215857202,3200257341.602801,3591460648.930005,2379953647.7791615,1042791989.639223,1867481632.6187427,45212405.912825085,42561785.03842465,23541834.49045247,0.0,0.0,23992252.087500002,0.0,0.0,0.0,91053700.6925,0.0,232495212.35547566,260915706.80410343,172901041.90792328,135670507.8374079,1424522.4558625394,137647.18010400498,1286875.2757585344,96824704.51806778,45212405.912825085,0.0,0.0,125245198.96669555,42561785.03842465,0.0,0.0,37230534.070515394,23541834.49045247,23992252.087500002,91053700.6925,142037110.43089285,167806984.0051202,175818321.34096786,99.70857942347443,117.79876358882255,136.62421265909683
CO,55127,359995.89,1.146,226919.125,94.555,3818355.799,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,1280.9587586770108,300.0,Gas,NG,40.217143,-103.68504,0.28122807,1695.856,146.12844928510148,212.27975672545062,74.71894769613948,306577486.60014296,307381087.7384525,234617495.76587796,384287627.6031032,545119344.3585185,4331247.2368104085,3642720.625408733,2320770.5154420924,0.0,0.0,2365172.9973000004,0.0,0.0,0.0,8976137.52126,0.0,22272520.688854918,22330901.43682527,17044705.683911793,39602326.99981458,205857.55833738748,13569.355321424757,192288.20301596273,-17329806.31095966,4331247.2368104085,0.0,0.0,-17271425.562989306,3642720.625408733,0.0,0.0,-22557621.315902784,2320770.5154420924,2365172.9973000004,8976137.52126,-12998559.074149251,-13628704.937580572,-8895540.281900693,-63.14346278627009,-66.2045399141672,-46.261497805781836
GA,55128,252154.03,0.773,153252.357,68.533,2578761.506,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,1783.7205353575707,494.09999999999997,Gas,NG,33.8148,-83.6954,0.3096556,1564.731,92.95716638855738,161.1484893725178,52.335830220008305,195024135.0831934,233343012.61140576,164334506.89082608,881336316.5201757,1325203953.8677235,2755250.411756841,2765308.0776324053,1625550.8866334578,0.0,0.0,1656651.9771,0.0,0.0,0.0,6287208.58402,0.0,14168291.128081927,16952115.870026987,11938723.045872176,96274624.75079684,139028.19350933787,9504.463033728518,129523.73047560935,-82106333.6227149,2755250.411756841,0.0,0.0,-79322508.88076985,2765308.0776324053,0.0,0.0,-84335901.70492466,1625550.8866334578,1656651.9771,6287208.58402,-79351083.21095806,-76557200.80313744,-74766490.2571712,-570.7553353602946,-550.6595379734647,-577.2416373635139
AZ,55129,3058902.65,6.896,1366098.493,122.572,22987219.57,Natural Gas Fired Combined Cycle,Combined cycle,2001.0,23.0,5126.113629146965,745.1,Gas,NG,32.9042,-111.7889,0.10364828,1915.736,3368.9876994891097,1596.7245543293814,634.8905458696554,7068136193.528152,2312057154.6689444,1993556314.030718,3819467265.0774035,5743066552.99736,99856795.41285722,27399793.352292184,19719700.354711495,0.0,0.0,20096990.4105,0.0,0.0,0.0,76270678.6751,0.0,513492400.72322595,167968435.58947453,144829696.2084424,417227533.69015574,1239303.651542657,115299.47453427258,1124004.1770083844,96264867.0330702,99856795.41285722,0.0,0.0,-249259098.10068122,27399793.352292184,0.0,0.0,-272397837.48171335,19719700.354711495,20096990.4105,76270678.6751,196121662.44592744,-221859304.74838904,-156310468.04140186,158.25150051143612,-179.01932627425379,-139.06573590983717
IL,55131,6031041.67,13.315,2637608.069,288.342,44382845.169,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,6354.110144927537,1256.0,Gas,NG,41.4797,-88.2581,0.36972624,1414.978,1862.1212784796653,4262.286447883363,1251.7728663345786,3906730442.2503376,6171790776.5351095,3930566800.2905765,7980762342.028986,12720122692.131155,55193274.69413728,73140835.4456785,38880065.228352,0.0,0.0,39623943.7719,0.0,0.0,0.0,150377992.99978,0.0,283819714.11451775,448373881.8595889,285551399.5800282,924103067.6031773,2392797.6847933442,227328.5602748102,2165469.124518534,-640283353.4886596,55193274.69413728,0.0,0.0,-475729185.7435884,73140835.4456785,0.0,0.0,-638551668.0231491,38880065.228352,39623943.7719,150377992.99978,-585090078.7945223,-402588350.29790986,-409669666.02311724,-244.52133271144234,-168.25005843846748,-189.18287099300127
TX,55132,3239266.13,7.02,1390716.644,418.988,23401369.778,Natural Gas Fired Combined Cycle,Combined cycle,2001.0,23.0,3201.259288853376,939.5999999999999,Gas,NG,32.017826,-94.619743,0.2683115,1524.919,1378.1714396494792,2124.2218414016625,672.3258883354089,2891403680.3846073,3075873226.3496075,2111103289.373184,3007903227.8066316,4522774309.447835,40849001.47121056,36451646.798452534,20882442.091697797,0.0,0.0,21281978.4741,0.0,0.0,0.0,80767861.68541999,0.0,210057330.0582581,223458841.77567858,153369356.01601997,328574630.4965351,1261636.8614721468,122097.93033644489,1139538.931135702,-118517300.43827704,40849001.47121056,0.0,0.0,-105115788.72085655,36451646.798452534,0.0,0.0,-175205274.48051515,20882442.091697797,21281978.4741,80767861.68541999,-77668298.96706647,-68664141.92240402,-52272992.229297385,-61.5615327507464,-54.42464786759872,-45.872054741649244
WI,55135,612717.6,2.062,405214.7,151.969,6867938.3,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,1280.9587586770108,371.0,Gas,NG,44.1936,-88.5064,0.37929225,1439.815,184.40907180861421,425.55302239159016,127.17260273972602,386890232.65447265,616200776.4230226,399321972.6027397,475235699.469171,674130922.5233678,5465884.888407325,7302489.864239687,3949981.04109589,0.0,0.0,4025554.632,0.0,0.0,0.0,15277500.638399998,0.0,28107154.268478554,44766315.66645454,29010306.643647492,48974877.723104015,367604.57605509,23095.21596507839,344509.3600900116,-20867723.45462546,5465884.888407325,0.0,0.0,-4208562.056649476,7302489.864239687,0.0,0.0,-19964571.079456523,3949981.04109589,4025554.632,15277500.638399998,-15401838.566218136,3093927.807590211,3288465.232039364,-41.89784232694095,8.416456184502307,9.545358161473962
TX,55137,4703659.02,9.321,1846355.271,278.374,31068510.013,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,3177.0550724637683,940.2,Gas,NG,29.593056,-97.973215,0.22755174,1539.529,2359.671558116421,3055.2583672557384,976.2679576587794,4950590928.92825,4424014115.786309,3065481387.0485673,2987067179.130435,4760931271.951319,69940664.98257071,52428233.582108475,30322882.76488169,0.0,0.0,30903039.7614,0.0,0.0,0.0,117281034.00467998,0.0,359655042.21913904,321399809.928479,222703885.9620785,345876474.5861892,1674985.2526155536,177295.4145482176,1497689.838067336,13778567.63294983,69940664.98257071,0.0,0.0,-24476664.657710195,52428233.582108475,0.0,0.0,-123172588.6241107,30322882.76488169,30903039.7614,117281034.00467998,83719232.61552054,27951568.92439828,55334367.906850964,49.98207147483224,16.68765076035794,36.94648017259441
TX,55139,3221166.35,7.017,1390041.603,289.49,23390102.862,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,2716.9648562300317,788.4000000000001,Gas,NG,32.33422,-97.731686,0.34399334,1604.543,1068.9540145757721,2007.5288806440697,668.5691884599419,2242665522.57997,2906901819.172613,2099307251.7642176,2142055092.6517575,3618957008.059708,31683796.99202589,34449195.59185224,20765758.993565794,0.0,0.0,21163062.9195,0.0,0.0,0.0,80316561.7709,0.0,162927209.0516927,211183252.97132838,152512386.7238329,262913287.3648158,1261024.474605074,121415.69380852336,1139608.7807965507,-99986078.3131231,31683796.99202589,0.0,0.0,-51730034.39348742,34449195.59185224,0.0,0.0,-110400900.6409829,20765758.993565794,21163062.9195,80316561.7709,-68302281.32109722,-17280838.801635183,11844483.042982891,-54.16412028203342,-13.703809204057816,10.39346418049181
GA,55141,570466.1,1.933,382823.016,147.255,6441706.784,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,1783.7205353575707,495.0,Gas,NG,33.358472,-84.991391,0.16158898,1547.199,403.00828593741807,368.7089439443475,118.40309256953093,845511383.8967031,533890550.8314152,371785710.6683271,882941665.0019975,1327617804.4212167,11945165.595185071,6327045.478085003,3677600.0552096306,0.0,0.0,3747962.2770000002,0.0,0.0,0.0,14224001.737399999,0.0,61425481.69253891,38786567.372724034,27009827.187607594,96449988.36600778,347291.1829230552,21502.62662645239,325788.5562966028,-35024506.673468865,11945165.595185071,0.0,0.0,-57663420.99328374,6327045.478085003,0.0,0.0,-69440161.17840019,3677600.0552096306,3747962.2770000002,14224001.737399999,-23079341.078283794,-51336375.51519874,-47790597.10879056,-66.45530382899811,-147.8194035423372,-146.69206816853713
TX,55144,4802960.88,10.617,2103063.427,227.212,35388083.022,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,3177.0550724637683,989.0,Gas,NG,29.7806,-97.9894,0.24985749,1536.607,2194.3838563429003,3125.692324720157,996.8785554171856,4603817330.607406,4526002486.194788,3130198664.0099626,3142107466.666667,5008041935.71565,65041537.50200357,53636880.2921979,30963047.93125778,0.0,0.0,31555452.9816,0.0,0.0,0.0,119757026.58192,0.0,334462317.7676428,328809154.02329874,227405525.6879238,363828795.3262509,1907866.964103967,181038.40789855385,1726828.556205413,-29366477.558608115,65041537.50200357,0.0,0.0,-35019641.30295217,53636880.2921979,0.0,0.0,-136423269.63832712,30963047.93125778,31555452.9816,119757026.58192,35675059.94339546,18617238.989245728,45852257.85645066,18.69892430374479,9.758143172204539,26.552872137583734
OK,55146,3938030.93,8.391,1662105.442,449.229,27968100.17,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,4765.582608695652,903.9000000000001,Gas,NG,35.9833,-95.9346,0.3925246,1565.096,1145.2707037232396,2516.1594321933576,817.3580178497302,2402777936.411357,3643398857.815982,2566504176.048153,4307610120.0,6865676095.591571,33945823.65835682,43177295.85643802,25387140.03441262,0.0,0.0,25872863.210100003,0.0,0.0,0.0,98190863.20862001,0.0,174559201.63258696,264688961.14441237,186453734.7245588,498783894.9879649,1507836.6267691373,148436.53063908807,1359400.0961300493,-324224693.355378,33945823.65835682,0.0,0.0,-234094933.84355256,43177295.85643802,0.0,0.0,-312330160.26340616,25387140.03441262,25872863.210100003,98190863.20862001,-290278869.6970211,-190917637.98711455,-162879293.81027353,-192.51347562700192,-126.61692559902623,-119.81703861428255
IN,55148,60374.73,0.199,39326.013,27.529,661759.628,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,2561.9175173540216,242.0,Gas,NG,39.0708,-87.0128,0.34914306,1436.528,19.740024502721514,42.028231909875885,12.531077210460772,41414571.40670974,60856879.80550028,39347582.44084682,619984039.1996732,879459208.8984097,585094.3262606657,721204.4595734702,389215.2581569115,0.0,0.0,396661.9761,0.0,0.0,0.0,1505383.5178200002,0.0,3008723.5325242956,4421186.074550231,2858559.0340924165,63891754.2263675,35675.9573056011,2275.70976936732,33400.24753623378,-60883030.69384321,585094.3262606657,0.0,0.0,-59470568.15181727,721204.4595734702,0.0,0.0,-61033195.192275085,389215.2581569115,396661.9761,1505383.5178200002,-60297936.367582545,-58749363.6922438,-58741934.440198176,-1690.1560861021608,-1646.7494674072893,-1758.727517706952
CT,55149,3717837.89,12.002,2377498.427,134.34,40005986.659,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,2382.791304347826,840.0,Gas,NG,41.872043,-71.895799,0.23649904,1435.432,1794.5556892945908,2590.048063784696,771.6558509755085,3764977836.1400514,3750389596.3602395,2422999372.063097,2001544695.6521738,3190158159.252638,53190630.63069168,44445224.77454538,23967630.731299296,0.0,0.0,24426194.9373,0.0,0.0,0.0,92700569.94926,0.0,273521541.57972807,272461721.8391689,176028266.9214519,231761517.75079682,2156830.197248467,140136.77588615273,2016693.4213623141,41760023.82893124,53190630.63069168,0.0,0.0,40700204.08837208,44445224.77454538,0.0,0.0,-55733250.82934493,23967630.731299296,24426194.9373,92700569.94926,94950654.45962292,85145428.86291745,85361144.78851436,44.02324048539117,39.47711274236611,42.327278843827095
CA,55151,2371233.79,5.243,1038455.385,63.321,17474206.082,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,3622.6198083067093,1156.0,Gas,NG,35.2956,-119.5919,0.06440448,1882.498,4202.949811789331,1259.6208500382324,492.1614342050643,8817788705.134016,1823930990.8553607,1545386903.403902,4187748498.402556,7075112973.64624,124575432.42143577,21615093.78665607,15286534.146409297,0.0,0.0,15579006.000300001,0.0,0.0,0.0,59124343.319860004,0.0,640602751.1772192,132506601.11860521,112270676.36326821,513999256.2045104,942070.8369046095,89379.11443010836,852691.7224745011,126603494.97270876,124575432.42143577,0.0,0.0,-381492655.0859052,21615093.78665607,0.0,0.0,-401728579.8412422,15286534.146409297,15579006.000300001,59124343.319860004,251178927.39414454,-359877561.2992491,-311738696.37467295,266.62424687664753,-382.00690139364644,-365.5936702071072
