facility_id,macc,emissions,transition,from_fuel,to_tech,nameplate_capacity,annual_generation,cumulative_end,cumulative_start
3470,91.13952999892273,5990912.778260779,Coal to NGCC,Coal,NGCC,4008.4000000000005,11608459.37,563788879.8542249,557797967.0759641
3285,91.65126503965446,8964.989897857598,Gas to NGCC,Gas,NGCC,177.3,17468.8,563797844.8441228,563788879.8542249
6055,91.8288055941436,1262845.58612043,Coal to NGCC,Coal,NGCC,1902.9,2465494.23,565060690.4302433,563797844.8441228
57842,91.9016338029962,97761.52195516851,Gas to NGCC,Gas,NGCC,192.0,430272.11,565158451.9521984,565060690.4302433
8002,92.21749867466559,28097.704049228698,Oil to NGCC,Oil,NGCC,414.0,55088.25,565186549.6562476,565158451.9521984
3297,92.22698885287724,977892.396322538,Coal to NGCC,Coal,NGCC,771.8,1917449.36,566164442.0525701,565186549.6562476
3943,93.21711071424377,2433088.086075081,Coal to NGCC,Coal,NGCC,1152.0,4822011.86,568597530.1386452,566164442.0525701
3484,93.37471150400557,739952.1949490369,Gas to Wind,Gas,Wind,474.7,1307457.63,569337482.3335942,568597530.1386452
7159,93.65559054712422,88555.3397923779,Gas to Wind,Gas,Wind,381.6,124637.56,569426037.6733866,569337482.3335942
3161,93.79320726093003,15371.4168773221,Gas to NGCC,Gas,NGCC,861.6,30652.09,569441409.0902638,569426037.6733866
4195,94.82143863323367,26042.5511829,Oil to Wind,Oil,Wind,112.2,36454.75,569467451.6414467,569441409.0902638
1271,95.2311653063082,7482.767848398,Gas to Wind,Gas,Wind,44.0,11711.92,569474934.4092951,569467451.6414467
2161,96.58276238287837,99318.8730694734,Gas to Wind,Gas,Wind,197.5,138161.22,569574253.2823646,569474934.4092951
55064,96.96260871088853,947841.0740930601,Gas to Wind,Gas,Wind,243.9,1740733.71,570522094.3564577,569574253.2823646
2956,97.33581705362295,1587591.3569005989,Gas to Wind,Gas,Wind,1701.0,2795623.1,572109685.7133583,570522094.3564577
544,99.1517458864733,4446.0111561542,Oil to NGCC,Oil,NGCC,222.6,9372.29,572114131.7245145,572109685.7133583
1730,99.67580232771783,1873.88071632,Gas to Wind,Gas,Wind,121.6,2451.09,572116005.6052308,572114131.7245145
1391,99.73319796822214,954228.5127537434,Gas to NGCC,Gas,NGCC,450.90000000000003,3333297.56,573070234.1179845,572116005.6052308
54593,101.00522948736841,3133.5601961673,Gas to Wind,Gas,Wind,67.3,4648.48,573073367.6781807,573070234.1179845
55787,101.16619355102632,9655.151339960099,Oil to Wind,Oil,Wind,100.0,13676.18,573083022.8295207,573073367.6781807
2226,101.5400318284046,16725.49215849,Gas to Wind,Gas,Wind,108.8,26021.16,573099748.3216792,573083022.8295207
26,101.97783314843089,1717739.066385739,Coal to NGCC,Coal,NGCC,2034.0,3724241.0,574817487.388065,573099748.3216792
667,102.20503602279439,1634184.0774037251,Gas to NGCC,Gas,NGCC,1407.1000000000001,3550978.76,576451671.4654688,574817487.388065
1235,102.85109756125767,22101.6619210311,Gas to Wind,Gas,Wind,81.6,37086.57,576473773.1273898,576451671.4654688
3576,103.00521756534583,74844.0304881975,Gas to Wind,Gas,Wind,427.7,126445.5,576548617.157878,576473773.1273898
3096,103.00600740085434,37571.735212454994,Gas to NGCC,Gas,NGCC,365.4,82280.82,576586188.8930905,576548617.157878
4940,103.60716278107638,818197.5693203325,Gas to Wind,Gas,Wind,1121.7,1265950.59,577404386.4624108,576586188.8930905
3008,103.68045007169856,60138.3814355187,Gas to Wind,Gas,Wind,305.0,104270.15,577464524.8438463,577404386.4624108
6156,103.83466080603581,15820.9231573561,Oil to NGCC,Oil,NGCC,641.5,34926.01,577480345.7670037,577464524.8438463
2964,103.97216022764326,710238.6337878557,Gas to Wind,Gas,Wind,658.0,1161258.72,578190584.4007915,577480345.7670037
55516,103.98923109840032,229769.05921974382,Gas to NGCC,Gas,NGCC,714.9000000000001,5576566.16,578420353.4600112,578190584.4007915
8007,104.42066460825149,11338.072045419996,Oil to NGCC,Oil,NGCC,567.0,25171.0,578431691.5320567,578420353.4600112
6358,104.91767236708172,15108.1750687311,Gas to Wind,Gas,Wind,90.5,25383.27,578446799.7071254,578431691.5320567
7032,105.49933408795529,63809.64814707,Gas to Wind,Gas,Wind,407.70000000000005,88285.69,578510609.3552725,578446799.7071254
1233,105.64015694023571,69118.6953136581,Gas to Wind,Gas,Wind,149.0,118567.95,578579728.0505862,578510609.3552725
55039,105.65871153385457,156290.0045449159,Gas to NGCC,Gas,NGCC,150.0,561576.19,578736018.0551312,578579728.0505862
1104,105.81185901709479,11320.9529160105,Gas to Wind,Gas,Wind,290.79999999999995,16650.15,578747339.0080472,578736018.0551312
683,106.03952586174796,35382.2473280571,Gas to NGCC,Gas,NGCC,342.8,79767.87,578782721.2553753,578747339.0080472
55231,106.0561261640487,213547.15616332763,Gas to NGCC,Gas,NGCC,614.0,4083189.7,578996268.4115386,578782721.2553753
1122,107.44834116348845,252121.2446898864,Gas to Wind,Gas,Wind,108.8,355253.87,579248389.6562285,578996268.4115386
1230,108.79787816020398,17399.5539773922,Gas to Wind,Gas,Wind,65.0,26163.28,579265789.2102059,579248389.6562285
3507,108.9487344573322,228062.0469226095,Gas to Wind,Gas,Wind,243.3,339322.11,579493851.2571285,579265789.2102059
3132,109.34534180619929,8435.8157363771,Gas to NGCC,Gas,NGCC,53.1,19611.11,579502287.0728649,579493851.2571285
6046,110.70528648479727,43984.02233638999,Oil to NGCC,Oil,NGCC,748.0,103523.3,579546271.0952013,579502287.0728649
55733,110.89560450359313,406417.5236222091,Gas to Wind,Gas,Wind,172.8,730645.86,579952688.6188234,579546271.0952013
7335,111.36232101619204,9328.0169084013,Gas to Wind,Gas,Wind,82.8,13849.46,579962016.6357318,579952688.6188234
