State,Facility ID,Gross Load (MWh),SO2 Mass (short tons),CO2 Mass (short tons),NOx Mass (short tons),Heat Input (mmBtu)
TX,55664,3355134.94,7.0,1386600.883,166.796,23332308.374
PA,55667,4497664.39,9.221,1826506.685,123.571,30734566.922
GA,55672,101149.35,0.383,73323.3,69.098,1242930.1
NV,55687,2205272.53,4.898,970282.684,73.6,16326824.625
PA,55690,6217544.17,14.664,2904928.771,136.97,48879001.774
MS,55694,2316739.44,5.156,1021299.762,96.148,17185288.436
CA,55698,4202.41,0.012,2535.944,0.378,42675.797
NY,55699,123535.39,0.435,83158.45,8.258,1364217.189
WA,55700,2050113.31,9.596,879568.752,59.869,14800414.64
OH,55701,3461019.18,7.102,1406827.0,117.784,23672527.668
MS,55706,5270930.82,10.845,2148143.317,189.055,36146630.033
TX,55708,280402.35,6.809,372709.852,153.657,3576099.143
PA,55710,3049669.11,8.477,1679236.002,113.907,28256417.964
AR,55714,3688161.68,7.028,1392160.128,150.289,23425760.034
MI,55718,590858.34,2.131,422151.936,90.844,7103542.271
ID,55733,730645.86,2.262,447998.653,117.523,7538475.439
OH,55736,10945691.47,23.107,4577221.616,284.589,77020565.324
VA,55738,185766.28,0.543,107621.031,70.374,1810925.8
CA,55748,191178.75,0.49,97159.854,5.631,1634926.095
MT,55749,504897.98,286.339,722125.124,275.787,6898018.355
NY,55786,100987.11,0.305,60418.822,5.422,1016693.178
NY,55787,13676.18,0.047,10642.983,3.329,131159.898
PA,55801,6056226.32,12.427,2461555.714,193.586,41420372.811
NM,55802,247273.67,0.812,160833.806,50.623,2706346.73
CA,55807,3676.77,0.011,2255.073,0.329,37951.252
CA,55810,25269.01,0.085,16642.266,3.815,280037.357
WA,55818,1843501.05,3.94,780419.922,68.842,13132044.697
FL,55821,3650650.6,7.4,1465827.671,144.011,24665399.548
CO,55835,2512757.74,5.973,1183141.278,84.594,19908596.748
WI,55836,7808.72,0.032,6269.803,5.365,105512.312
NV,55841,2521018.12,5.633,1115869.129,91.212,18776687.914
CA,55847,47875.03,0.162,32167.185,13.333,541290.157
CA,55855,8269.03,0.027,5302.675,0.948,89227.127
IL,55856,13399780.68,9280.418,12434139.875,3923.825,121190405.396
SC,55927,5451635.65,11.422,2262070.579,159.366,38061148.695
CA,55933,875928.95,2.122,420262.222,41.914,7071719.372
IL,55936,46742.97,0.136,27357.49,11.938,460334.931
NJ,55938,232193.31,0.734,145416.239,41.302,2446926.425
VA,55939,8622893.68,17.426,3451963.677,166.759,58086030.344
CA,55951,10908.5,0.034,6739.2,0.867,113397.475
CA,55963,28708.54,0.089,17628.532,2.953,296606.579
GA,55965,9245340.35,18.837,3731494.509,268.599,62789612.06
NY,55969,16585.5,0.085,14140.644,2.555,174273.84
CA,55970,1401020.6,6.216,1247732.291,57.502,20719869.468
NE,55972,214113.45,0.748,148153.914,67.84,2492971.068
PA,55976,3231073.51,10.856,2150608.039,108.607,36188074.532
NM,55977,432702.32,1.085,214977.136,81.787,3617472.865
CA,55985,1297056.5,2.713,537384.775,28.971,9042547.364
IA,56013,234466.4,1.354,144942.129,113.434,2429827.246
AL,56018,47662.0,0.166,31277.3,22.655,529921.6
CA,56026,901276.91,2.111,418069.217,23.024,7034868.631
WI,56031,4432729.07,9.022,1787017.005,128.079,30070090.06
NY,56032,57166.65,0.17,33757.621,4.185,568045.282
CA,56041,331859.8,0.823,162317.276,9.725,2731395.152
CA,56046,1529074.28,3.4,672946.382,28.41,11323616.159
CT,56047,5670797.32,11.092,2133973.984,101.47,36950602.106
WI,56068,7079831.77,306.75,6443210.046,1954.34,61471435.732
CA,56078,1621414.24,3.933,778906.361,44.853,13107192.38
UT,56102,2942204.85,6.347,1257153.059,87.931,21154044.458
MN,56104,2708461.14,5.962,1180407.349,84.177,19862137.45
LA,56108,52796.24,0.155,30779.719,22.062,517957.459
CA,56135,11609.68,0.04,7979.821,0.863,134289.215
CA,56143,55602.38,0.17,33799.743,2.937,568756.523
GA,56150,9237842.97,19.346,3830974.495,191.149,64455936.63
MO,56151,179690.45,0.704,139585.213,62.384,2348808.827
MN,56164,1096536.37,2.174,430593.137,46.755,7245578.86
WI,56166,553522.09,1.851,366667.118,94.629,6169843.617
UT,56177,854366.0,1.915,379292.626,120.412,6382297.549
NY,56188,86464.14,0.199,39506.929,2.815,664769.476
NY,56196,3495457.26,7.163,1413437.305,76.925,23754589.043
NV,56224,1186632.75,121.648,1190832.715,263.101,11362175.718
OR,56227,3137089.68,5.496,1255485.04,86.188,21125974.62
CA,56232,23736.44,0.071,14084.657,2.351,237006.346
NY,56234,2557228.07,4.994,989177.535,56.511,16644721.095
UT,56237,6630478.42,13.885,2750317.317,150.344,46279353.482
SD,56238,213777.21,0.497,98464.041,77.925,1656858.53
CA,56239,10424.5,0.034,6639.156,1.215,111732.795
MN,56241,700260.11,2.405,470195.4,135.919,7969164.9
NC,56249,96655.74,0.308,58240.938,53.902,965185.614
UT,56253,125593.21,0.356,72106.949,22.059,1218039.792
NY,56259,3131584.43,6.788,1342735.494,74.919,22584702.908
LA,56283,52137.22,0.155,30663.27,21.322,515945.151
NC,56292,80630.86,0.248,47895.717,35.919,800124.189
CA,56298,352589.58,0.856,169478.042,9.113,2851805.783
WY,56319,729201.25,123.813,886909.808,260.116,8456398.519
TX,56326,880136.22,2.84,562469.024,144.005,9464506.191
AR,56328,180877.31,0.669,132853.3,69.733,2251728.2
TX,56349,2370715.64,6.109,1210006.908,147.552,20360625.648
TX,56350,2499064.32,6.187,1225441.594,163.973,20620503.286
PA,56397,52098.48,0.146,28964.279,20.751,487364.769
FL,56400,1870356.18,3.982,788645.071,37.619,13267036.282
FL,56407,20560417.73,39.795,7869758.042,515.217,132350995.004
CO,56445,256112.05,0.849,163200.731,66.326,2745360.402
AR,56456,3721291.34,2295.02,3692584.12,1313.674,35215771.556
NM,56458,4042520.98,7.79,1759486.508,94.925,29606790.717
CA,56467,1854624.11,3.988,789981.768,47.858,13292934.471
CA,56471,12385.81,0.036,7186.281,0.623,120927.473
CA,56472,5791.48,0.019,3694.877,0.567,62159.681
CA,56473,12052.76,0.036,7059.065,0.455,118782.764
CA,56474,21967.25,0.073,14438.486,0.911,242956.224
CA,56475,5967.43,0.019,3704.47,0.321,62330.588
CA,56476,3140587.31,6.78,1343001.56,75.089,22598620.422
WI,56480,8899.43,0.03,5952.734,3.932,100171.65
AZ,56482,97273.94,1.771,60117.952,52.02,1011613.114
KS,56502,1239721.93,4.37,875291.922,393.803,14767934.745
AR,56505,84796.0,0.279,52229.0,45.839,885050.7
CA,56532,3013007.67,6.476,1282780.018,45.424,21585284.679
KY,56556,101557.96,0.341,67416.015,51.3,1134345.399
AR,56564,3354434.4,571.808,3166856.139,612.334,30195081.011
CA,56569,91473.57,0.257,50961.816,4.389,857493.44
WY,56596,880896.33,182.289,956642.235,203.038,9121300.135
TX,56603,114615.51,0.437,86503.207,17.605,1455571.067
TX,56604,129398.88,0.474,93943.5,23.461,1580834.055
MT,56606,327800.32,0.767,151914.924,108.915,2556323.124
WY,56609,3163235.49,886.48,3106072.964,652.002,29615474.274
SD,56610,1089102.3,2.563,507685.066,45.945,8542763.054
TX,56611,3549352.76,1697.135,3780874.034,752.568,36169509.511
CT,56629,41268.13,0.117,23524.695,2.33,395452.386
CA,56639,20436.42,0.069,13520.675,1.323,227518.232
WV,56671,4360908.35,1599.664,3827911.177,1175.691,37309141.287
TX,56674,91307.61,0.254,50321.464,4.322,846784.591
CT,56798,2774552.55,5.763,1114020.736,64.845,19202672.041
FL,56799,558229.74,1.785,353607.998,89.908,5949450.443
CA,56803,687314.83,1.834,358392.948,31.111,6115666.854
TX,56806,1252150.53,3.774,747544.738,68.609,12578857.249
VA,56807,3136693.81,6.365,1260892.075,75.042,21211370.398
MD,56846,3488326.61,8.917,1766362.051,52.446,29722166.607
MT,56908,564568.26,1.821,360862.111,49.642,6072135.02
CA,56914,19002.17,0.058,11503.498,1.062,193580.701
NY,56940,4372882.36,9.088,1750094.842,91.213,30293547.198
AZ,56948,439477.46,1.341,265827.622,44.91,4473004.895
NJ,56963,2239638.65,4.89,968662.495,64.86,16299569.896
NJ,56964,767229.93,2.137,436573.218,25.71,7346208.876
CO,56998,1290378.93,4.044,800641.823,41.267,13473211.076
CA,57001,7959.78,0.026,5136.516,1.094,86432.068
CA,57027,105791.22,0.325,64211.923,4.288,1080444.084
ID,57028,1665315.2,3.377,668919.1,34.939,11255835.988
NC,57029,641155.9,1.98,392152.386,99.457,6596193.158
MS,57037,3799776.27,8.195,1623235.153,145.166,27314021.491
NY,57185,5308278.98,10.942,2167506.363,102.507,36472075.326
FL,57241,335657.36,9.478,478098.102,138.335,4581911.068
CA,57267,201496.77,0.66,130709.664,8.662,2199449.039
DE,57349,841063.8,1.792,355078.901,28.265,5972400.801
CA,57482,574539.14,1.591,315116.084,31.153,5302394.219
CA,57483,91195.02,0.266,52503.448,6.167,883456.933
CA,57515,390621.75,1.036,205264.286,19.221,3453942.562
CA,57555,105573.85,0.294,58280.877,5.731,980673.364
CA,57564,11847.78,0.046,9067.842,1.057,152579.257
WY,57703,333340.56,0.991,196260.511,13.775,3302420.077
IN,57794,5005880.51,10.086,1997907.71,117.7,33618624.051
NJ,57839,4114204.68,8.06,1587343.633,76.576,26865001.603
IN,57842,430272.11,1.351,267618.065,101.998,4503184.741
TX,57865,942939.36,2.731,541211.041,116.909,9106896.534
ND,57881,491755.51,1.557,308328.159,31.284,5188180.427
ND,57943,1171055.83,3.308,655081.714,60.835,11023021.692
CA,57978,746207.24,2.37,469564.288,23.428,7901286.085
TX,58001,7429959.13,17.002,3367775.702,200.835,56669381.749
TX,58005,3207532.88,6.886,1364133.573,81.43,22954257.78
NH,58054,560952.93,17.051,844004.312,247.219,8087003.557
NJ,58079,3790045.84,7.441,1439045.461,79.862,24803172.701
CA,58122,2293.15,0.007,1448.116,0.1,24364.659
NJ,58235,91265.49,0.255,50601.678,5.055,851503.344
IA,58236,3659972.99,7.972,1579185.876,101.126,26572690.064
VA,58260,6461635.3,13.358,2645976.273,128.798,44523901.817
NM,58284,70512.65,0.202,39932.566,3.444,671930.316
OK,58325,215170.77,0.791,156763.897,47.443,2637847.803
TX,58378,182825.67,0.679,134977.634,6.31,2271220.827
PA,58420,6298322.47,12.592,2494470.658,132.894,41974225.064
PA,58426,6485133.14,12.634,2502820.096,130.621,42114787.53
MI,58427,491721.26,1.288,255132.165,135.772,4293170.057
TX,58471,433683.18,3.476,295131.873,82.13,4966193.982
LA,58478,189957.75,0.458,90693.1,24.242,1526053.725
OR,58503,3171245.42,6.98,1382621.559,69.41,23265211.1
TX,58562,1248279.8,3.409,671251.88,64.696,11293488.002
PA,58933,1224096.5,4.76,942814.45,55.76,15864542.35
VA,59004,4584839.44,1.568,1821332.462,80.227,31349487.988
MI,59093,976458.19,2.094,414624.303,35.869,6976820.192
MD,59220,4529844.95,9.184,1819271.205,114.956,30612757.119
NC,59325,3378831.5,6.88,1362850.251,74.337,22932565.314
OH,59326,3443860.99,6.843,1355620.445,67.65,22810979.1
OH,59764,6674285.84,13.163,2607447.853,122.64,43875305.181
OH,59773,5650513.37,12.187,2414052.651,116.276,40620985.738
TX,59812,7215880.75,14.373,2847129.519,120.85,47908390.676
MA,59882,164836.19,0.491,96655.813,7.509,1621905.213
PA,59906,7125703.15,14.049,2782902.044,143.503,46827663.668
VA,59913,10543700.67,20.014,3964667.978,168.775,66713288.058
MI,59926,838955.24,2.676,530042.018,117.342,8919064.107
TX,60122,8045078.69,15.74,3118096.313,109.522,52467922.212
TX,60264,249226.79,0.992,198230.0,120.566,3359867.3
MD,60302,4255624.86,9.199,1822263.053,87.795,30663140.129
FL,60345,11652448.36,21.206,4198889.141,243.073,70646445.447
OH,60356,8658977.18,16.515,3271423.064,164.998,55048066.76
PA,60357,10684501.03,20.617,4084069.753,166.868,68722250.02
PA,60368,7864706.67,16.153,3199586.202,162.547,53839112.518
OH,60376,6342628.14,12.608,2497584.744,135.22,42026601.426
IL,60387,258988.22,0.87,167885.728,41.355,2801951.304
TX,60459,70681.09,0.227,45034.687,4.403,757842.79
TX,60460,122004.67,0.397,78764.063,7.982,1325345.172
PA,60464,6815740.91,13.735,2660610.337,110.221,45782306.174
TX,60468,89626.08,0.342,67708.086,10.249,1139318.818
PA,60589,7342185.01,6.459,2715899.505,140.499,46583546.007
CA,60698,2799.19,0.009,1799.078,0.158,30273.564
MA,60903,724645.17,1.544,305796.767,19.658,5145624.032
TX,60925,6354580.88,12.972,2569574.731,132.115,43237860.764
LA,60926,5179474.43,10.79,2137372.393,144.293,35965405.701
LA,60927,6032706.03,11.678,2313247.16,146.008,38924840.256
PA,61028,6689872.41,13.449,2664190.412,136.034,44830224.097
PA,61035,3311168.26,6.194,1226872.754,61.835,20644469.497
SD,61144,407920.4,1.267,250974.584,50.956,4223136.667
TX,61241,42940.47,0.121,23814.782,2.342,400747.776
TX,61242,56912.91,0.155,30651.245,3.073,515741.174
OH,61322,3946910.76,7.348,1455495.402,69.665,24491545.963
TX,61966,117562.15,0.39,77242.465,5.665,1299753.215
MI,62192,8357357.03,15.411,3052821.258,170.025,51369663.945
TX,62548,152303.57,0.497,98270.164,10.56,1653626.942
PA,62565,4035893.91,8.0,1584743.003,63.23,26666341.302
IL,62926,7238707.51,14.137,2800314.879,142.106,47120749.639
OH,62949,8606720.59,17.729,3511848.412,244.085,59093530.525
MI,63259,978192.89,2.19,433836.174,81.383,7304048.579
TX,63335,417485.45,1.285,254593.685,27.696,4284002.471
TX,63688,727195.6,2.216,438601.76,50.698,7380199.64
IL,63931,3486486.53,7.484,1482557.049,69.244,24946885.293
TX,64383,293242.06,0.912,180661.205,18.888,3040028.957
TX,65372,110098.6,0.336,66558.732,7.521,1119970.85
TX,65373,244859.88,0.743,147130.684,15.445,2475751.074
GA,70454,205293.32,0.754,150403.378,75.362,2530813.219
